_id,map,objectId,name, xPos, yPos, foothold, minClickPos, maxClickPos, unused, facesLeft
3309,105100300,1061018,"Mu Young",993,258,3,943,1043,0,false
3379,101000002,1031100,"Len the Fairy",-258,84,4,-308,-208,0,true
3460,103000900,1052011,"Exit",1170,194,1035,1120,1220,0,false
3461,103000900,1052011,"Exit",-255,-517,574,-305,-205,0,false
3462,103000900,1052011,"Exit",1622,-644,1051,1572,1672,0,false
3463,103000900,1052011,"Exit",2114,196,1045,2064,2164,0,false
3464,103000900,1052011,"Exit",1623,1038,1038,1573,1673,0,false
3465,101000400,1100007,"Kiriru",83,97,2,66,133,0,false
3466,120000102,1092019,"Lord Jonathan",9,150,16,-41,59,0,false
3467,120000300,1092003,"Sharyl",2648,150,72,2598,2698,0,false
3468,120000300,1092001,"Bonnie",1277,39,49,1227,1327,0,true
3469,120000300,1092002,"Baine",113,150,55,63,163,0,false
3486,103000003,1052001,"Dark Lord",113,128,39,63,163,0,false
3487,100000101,1011000,"Karl",-280,122,18,-280,-230,0,true
3488,100000101,1011001,"Sam",-275,-224,22,-279,-225,0,true
3514,103000009,9901730,NULL,4,-6,1,-46,54,0,false
3515,103000009,9901731,NULL,-69,-126,9,-119,-19,0,false
3516,103000009,9901732,NULL,73,-125,10,23,123,0,false
3517,103000009,9901733,NULL,-117,72,2,-167,-67,0,false
3518,103000009,9901734,NULL,122,72,3,72,172,0,false
3519,103000009,9901735,NULL,-207,131,6,-257,-157,0,false
3520,103000009,9901736,NULL,211,132,7,161,261,0,false
3521,103000009,9901737,NULL,323,-15,5,273,373,0,false
3522,103000009,9901738,NULL,-326,-14,4,-376,-276,0,false
3523,103000009,9901739,NULL,-325,157,11,-375,-275,0,false
3524,103000009,9010021,"Wolf Spirit Ryko",0,139,8,-50,50,0,true
3532,103000804,9020001,"Cloto",305,-2715,20,255,355,0,false
3533,103000804,9020002,"Nella",-2,-2715,8,-52,13,0,true
3537,109090200,9000053,"Big Bad Wolf ",225,155,10,175,275,0,false
3772,109050000,9000002,"Pietro",254,274,30,204,304,0,false
3864,103000202,1052107,"Small Street Light",-171,198,242,-221,-121,0,true
3894,120000104,1092008,"Shulynch",56,-185,1,6,106,0,false
3895,103000002,1051002,"Dr. Faymus",-297,-78,1,-297,-291,0,false
3945,105060000,1063012,"Shaman Rock",-462,2024,640,-512,-412,0,false
3946,105040400,1061100,"Hotel Receptionist",-247,57,1,-297,-197,0,true
3947,101020001,1061004,"Ronnie",15,-1666,474,-35,65,0,false
3948,130000110,9901517,NULL,-2595,-897,22,-2645,-2545,0,false
3949,130000110,9901518,NULL,-2473,-897,22,-2523,-2423,0,false
3950,130000110,9901519,NULL,-2353,-897,22,-2403,-2303,0,false
3951,130000110,9901520,NULL,-2232,-897,22,-2282,-2182,0,false
3952,130000110,9901537,NULL,-1869,-1552,20,-1919,-1819,0,false
3953,130000110,9901536,NULL,-1990,-1552,20,-2040,-1940,0,false
3954,130000110,9901535,NULL,-2111,-1552,20,-2161,-2061,0,false
3955,130000110,9901534,NULL,-2232,-1552,20,-2282,-2182,0,false
3956,130000110,9901533,NULL,-2353,-1552,20,-2403,-2303,0,false
3957,130000110,9901532,NULL,-2474,-1552,20,-2524,-2424,0,false
3958,130000110,9901531,NULL,-2595,-1552,20,-2645,-2545,0,false
3959,130000110,9901530,NULL,-1869,-1225,24,-1919,-1819,0,false
3960,130000110,9901529,NULL,-1990,-1225,24,-2040,-1940,0,false
3961,130000110,9901528,NULL,-2111,-1225,24,-2161,-2061,0,false
3962,130000110,9901527,NULL,-2232,-1225,24,-2282,-2182,0,false
3963,130000110,9901526,NULL,-2353,-1225,24,-2403,-2303,0,false
3964,130000110,9901525,NULL,-2474,-1225,24,-2524,-2424,0,false
3965,130000110,9901524,NULL,-2595,-1225,24,-2645,-2545,0,false
3966,130000110,9901523,NULL,-1869,-897,22,-1919,-1819,0,false
3967,130000110,9901522,NULL,-1990,-897,22,-2040,-1940,0,false
3968,130000110,9901521,NULL,-2111,-897,22,-2161,-2061,0,false
4113,103000907,1052011,"Exit",-721,923,211,-771,-671,0,false
4114,140000000,1201000,"Lilin",-67,86,2,-117,-17,0,false
4115,140000000,1200001,"Puno",1365,86,35,1315,1415,0,false
4116,140000000,1200002,"Puri Puri",2010,86,48,1960,2060,0,false
4117,140000000,1200000,"Pusla",2709,86,47,2659,2759,0,true
4118,140000000,9010010,"Cassandra",501,86,28,451,551,0,true
4119,140000000,9010000,"Maple Administrator",883,86,31,833,933,0,false
4120,140000000,9010009,"Duey",1051,86,32,1001,1101,0,true
4121,140000000,1201001,"Giant Polearm",-606,86,11,-656,-556,0,false
4122,140000000,1201002,"Maha",-494,-160,70,-544,-444,0,false
4123,140000000,1022101,"Rooney",-957,86,15,-1007,-907,0,false
4124,140000000,9250052,"News Stand",-2290,86,52,-2340,-2240,0,false
4125,140000000,9000017,"Coco",1721,86,38,1671,1771,0,false
4126,140000000,2041017,"Ace of Hearts",1568,86,41,1518,1618,0,false
4176,140010110,9901600,NULL,-42,22,25,-92,8,0,false
4177,140010110,9901601,NULL,-203,41,24,-253,-153,0,false
4178,140010110,9901602,NULL,114,41,26,64,164,0,false
4179,140010110,9901603,NULL,-464,-137,20,-484,-414,0,false
4180,140010110,9901604,NULL,-349,-137,20,-399,-299,0,false
4181,140010110,9901605,NULL,-246,-137,20,-296,-196,0,false
4182,140010110,9901606,NULL,143,-137,20,93,193,0,false
4183,140010110,9901607,NULL,250,-137,20,200,300,0,false
4184,140010110,9901608,NULL,360,-137,20,310,401,0,false
4185,140010110,9901609,NULL,-481,-334,23,-484,-431,0,false
4186,140010110,9901610,NULL,-356,-334,23,-406,-306,0,false
4187,140010110,9901611,NULL,-233,-334,23,-283,-183,0,false
4188,140010110,9901612,NULL,-114,-334,23,-164,-64,0,false
4189,140010110,9901613,NULL,21,-334,23,-29,71,0,false
4190,140010110,9901614,NULL,138,-334,23,88,188,0,false
4191,140010110,9901615,NULL,245,-334,23,195,295,0,false
4192,140010110,9901616,NULL,353,-334,23,303,401,0,false
4193,140010110,1202010,"Pudin",278,86,15,228,328,0,false
4194,100000102,1011100,"Luna",-258,84,5,-308,-208,0,true
4335,106021500,1300014,"SELF",508,-68,4,458,508,0,false
4405,102000000,1022001,"Regular Cab",766,1875,484,716,816,0,false
4406,102000000,1020000,"Blackbull",1120,1568,365,1070,1170,0,false
4407,102000000,1022002,"Manji",746,256,129,696,796,0,false
4408,102000000,1022003,"Mr. Thunder",1368,590,424,1318,1418,0,false
4409,102000000,1022004,"Mr. Smith",773,595,342,723,823,0,false
4410,102000000,1022005,"Mr. Wang",1835,1935,480,1785,1885,0,false
4411,102000000,9010001,"Tia",1254,1259,415,1204,1304,0,false
4412,102000000,1022007,"Ayan",1915,1252,250,1865,1965,0,false
4413,102000000,9100102,"Gachapon",1536,590,424,1486,1586,0,false
4414,102000000,9201027,"Nana(P)",1654,937,237,1604,1704,0,false
4415,102000000,9010009,"Duey",689,1665,147,639,739,0,false
4416,102000000,9040004,"Honorable Rock",1466,1875,477,1416,1516,0,false
4417,102000000,9000020,"Spinel",2179,1605,138,2157,2229,0,false
4418,102000000,9200000,"Cody",2349,1935,514,2299,2399,0,false
4419,102000000,9250045,"Perion Maple TV",2137,1239,254,2087,2187,0,false
4420,102000000,9010010,"Cassandra",1191,975,287,1141,1241,0,false
4421,102000000,9000021,"Gaga",517,1266,327,467,567,0,false
4422,102000000,9000040,"Dalair",689,945,391,639,739,0,false
4423,102000000,9000041,"Donation Box",609,936,390,559,659,0,false
4424,102000000,9000036,"Agent E",636,938,390,586,686,0,false
4425,102000000,1103004,"10 Boogies",2400,1247,258,2350,2450,0,false
4426,102000000,1022101,"Rooney",1517,1323,314,1467,1567,0,false
4427,102000000,9201119,"Silence of the Wolf",1656,58,20,1606,1706,0,false
4428,102000000,9250052,"News Stand",1865,1665,209,1815,1915,0,false
4429,102000000,9000017,"Coco",2134,1935,513,2084,2184,0,false
4430,102000000,9010022,"Dimensional Mirror",1994,1665,205,1944,2044,0,false
4431,102000000,2041017,"Ace of Hearts",2008,1935,511,1958,2058,0,false
4483,103010000,9000007,"Chun Ji",198,696,236,148,248,0,false
4484,103010000,9000068,"Ice Piece",702,696,240,652,752,0,false
4485,103010000,1052114,"Power B. Fore",1051,126,63,1001,1101,0,false
4512,108000400,1072007,"Thief Job Instructor",50,-989,138,0,100,0,false
4513,106021700,1300002,"Violetta",43,87,17,-7,93,0,false
4514,140090100,1202001,"Puka",-1740,-28,24,-1790,-1690,0,true
4515,103000100,1052006,"Jake",71,187,16,21,121,0,false
4516,103000100,1052007,"The Ticket Gate",355,187,16,305,369,0,false
4517,103000100,9201057,"Bell",-311,187,16,-361,-261,0,true
4518,105040300,1061000,"Chrishrama",544,-375,6,494,594,0,false
4519,105040300,1061005,"Sabitrama",765,-375,19,715,815,0,false
4520,105040300,1061006,"Mysterious Statue",1061,255,66,1011,1111,0,false
4521,105040300,1061008,"Mr. Oh",440,255,59,390,490,0,false
4522,105040300,2040050,"Eurek the Alchemist",1415,255,94,1365,1465,0,false
4523,105040300,1061011,"The Rememberer",-81,-165,151,-131,-31,0,false
4524,105040300,9100104,"Gachapon",950,255,65,900,1000,0,false
4525,105040300,9270002,"Sleepywood Maple TV",2281,375,118,2231,2331,0,false
4526,105040300,9010010,"Cassandra",719,255,62,669,769,0,false
4527,105040300,9000021,"Gaga",401,15,91,351,418,0,false
4528,105040300,9000041,"Donation Box",1258,-435,36,1247,1308,0,false
4529,105040300,9000040,"Dalair",1339,-435,37,1289,1363,0,false
4530,105040300,9000036,"Agent E",-265,75,41,-315,-215,0,true
4531,105040300,1022101,"Rooney",982,-45,115,932,1032,0,false
4532,105040300,1061019,"Ilji",1947,375,52,1897,1997,0,false
4533,105040300,9010022,"Dimensional Mirror",1297,-165,129,1247,1347,0,false
4566,108000501,1072008,"Kyrin",-227,150,10,-277,-177,0,true
4571,106021600,1300001,"King Pepe",-322,87,17,-372,-272,0,true
4572,106021600,1300002,"Violetta",72,87,17,22,122,0,false
4573,106021600,1300006,"Prince Giuseppe",-72,87,17,-122,-22,0,false
4587,104000000,1002000,"Phil",790,347,197,740,840,0,false
4588,104000000,20000,"John",2223,497,85,2173,2273,0,false
4589,104000000,1002001,"Teo",486,287,185,436,536,0,true
4590,104000000,1002100,"Jane",954,347,194,904,1004,0,false
4591,104000000,9000001,"Jean",3738,227,397,3688,3788,0,false
4592,104000000,9000009,"Vikin",1221,287,355,1171,1271,0,false
4593,104000000,1002002,"Pason",1802,647,507,1752,1852,0,false
4594,104000000,1002003,"Mr. Goldstein",2741,527,450,2691,2791,0,false
4595,104000000,1002004,"VIP Cab",1957,-133,257,1907,2007,0,false
4596,104000000,1002005,"Mr. Kim",4735,77,71,4713,4785,0,false
4597,104000000,1002006,"Chef",1095,-133,263,1045,1145,0,false
4598,104000000,1002101,"Olaf",3392,527,455,3342,3442,0,false
4599,104000000,9010000,"Maple Administrator",5066,137,128,5016,5097,0,false
4600,104000000,9010009,"Duey",3879,527,482,3829,3929,0,false
4601,104000000,9000020,"Spinel",2011,287,235,1961,2061,0,false
4602,104000000,9200000,"Cody",1238,647,433,1188,1288,0,true
4603,104000000,9270001,"Lith Harbor Maple TV",5042,-313,320,4992,5092,0,false
4604,104000000,9010010,"Cassandra",3026,527,452,2976,3076,0,false
4605,104000000,9209000,"Abdula",4945,137,131,4895,4995,0,false
4606,104000000,9209001,"Mimi",3144,452,408,3094,3194,0,false
4607,104000000,2006,"Tienk",1193,-223,1,1143,1243,0,false
4608,104000000,1002103,"Captain Al",1309,-133,262,1259,1359,0,false
4609,104000000,9000021,"Gaga",2341,377,136,2291,2391,0,false
4610,104000000,9000040,"Dalair",2597,527,447,2547,2647,0,false
4611,104000000,9000041,"Donation Box",2495,527,444,2445,2545,0,false
4612,104000000,9000036,"Agent E",3590,452,419,3540,3596,0,false
4613,104000000,1022101,"Rooney",872,-73,272,822,912,0,false
4614,104000000,9201123,"Warrior Statue",4935,437,100,4885,4985,0,false
4615,104000000,9201124,"Bowman Statue",4375,437,87,4325,4425,0,false
4616,104000000,9201125,"Magician Statue",4520,437,99,4470,4570,0,false
4617,104000000,9201126,"Thief Statue",4669,437,95,4619,4719,0,false
4618,104000000,9201127,"Pirate Statue",4804,437,97,4754,4854,0,false
4619,104000000,1204033,"John's Box",2301,497,83,2251,2307,0,false
4620,104000000,1002007,"Regular Cab at Lith Harbor",2750,-223,22,2700,2800,0,false
4621,104000000,1200004,"Puro",291,652,508,241,341,0,false
4622,104000000,9250052,"News Stand",1648,-133,251,1598,1698,0,false
4623,100000105,1012105,"Ms. Tan",-147,-21,22,-197,-97,0,false
4701,105070300,1063011,"Cave Wall of Evil Eye",223,634,483,173,223,0,false
4735,107000301,1052108,"Knocked Trash Can",274,155,8,224,324,0,false
4783,105090100,1063013,"Shaman Rock",1260,716,824,1210,1290,0,false
4888,106020500,1300014,"SELF",899,35,11,849,899,0,false
4889,130010220,1102002,"Kiridu",-3410,88,7,-3460,-3360,0,false
4916,108000201,1072005,"Magician Job Instructor",90,-2225,329,40,140,0,false
4917,104000001,1001001,"Natasha",-276,140,11,-318,-226,0,true
4918,104000002,1001100,"Mina",-258,84,4,-308,-208,0,true
