itemid,"flags","equip_slots",attack_speed,heal_hp,scroll_slots,specialid,req_str,req_dex,req_int,req_luk,req_fame,"req_job",hp,mp,strength,dexterity,intelligence,luck,hands,weapon_attack,weapon_defense,magic_attack,magic_defense,accuracy,avoid,jump,speed,traction,recovery,knockback,taming_mob,inc_lightning_damage,inc_ice_damage,inc_fire_damage,inc_poison_damage,elemental_default
1001010,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001011,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001012,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001013,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001014,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001015,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001016,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001017,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001018,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001019,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001020,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001021,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001022,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001023,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001024,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001025,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001026,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001027,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001028,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001029,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001030,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001031,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001032,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001033,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001035,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001036,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001037,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001038,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001039,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001042,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001043,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001044,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001045,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001046,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001047,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001048,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001049,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1001055,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002000,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002001,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002002,"","helmet",0,0,7,0,0,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002003,"","helmet",0,0,7,0,40,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002004,"","helmet",0,0,7,0,90,0,0,0,0,"warrior",0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002005,"","helmet",0,0,7,0,60,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002006,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,28,0,0,0,0,5,8,0,0,0,0,100,100,100,100,100
1002007,"","helmet",0,0,7,0,45,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002008,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002009,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002010,"","helmet",0,0,7,0,0,0,0,0,0,"bowman",0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100
1002011,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002012,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002013,"","helmet",0,0,7,0,0,0,92,33,0,"magician",0,0,0,0,2,0,0,0,9,0,40,0,0,0,0,0,0,0,0,100,100,100,100,100
1002014,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,100,100,100,100,100
1002015,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002016,"","helmet",0,0,7,0,0,0,62,23,0,"magician",0,0,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,100,100,100,100,100
1002017,"","helmet",0,0,7,0,0,0,32,13,0,"magician",0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,100,100,100,100,100
1002018,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002019,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002020,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002021,"","helmet",0,0,7,0,90,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002022,"","helmet",0,0,7,0,160,0,0,0,0,"warrior",0,30,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002023,"","helmet",0,0,7,0,65,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002024,"","helmet",0,0,7,0,160,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002025,"","helmet",0,0,7,0,90,0,0,0,0,"warrior",10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002026,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002027,"","helmet",0,0,7,0,45,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002028,"","helmet",0,0,7,0,160,0,0,0,0,"warrior",0,0,2,0,0,0,0,0,54,0,24,0,0,0,0,0,0,0,0,100,100,100,100,100
1002029,"","helmet",0,0,7,0,150,0,0,0,0,"warrior",0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002030,"","helmet",0,0,7,0,180,0,0,0,0,"warrior",0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002031,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002032,"","helmet",0,0,0,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002033,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002034,"","helmet",0,0,7,0,0,0,92,33,0,"magician",0,20,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,100,100,100,100,100
1002035,"","helmet",0,0,7,0,0,0,92,33,0,"magician",20,0,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,100,100,100,100,100
1002036,"","helmet",0,0,7,0,0,0,92,33,0,"magician",0,0,0,0,2,0,0,0,12,0,40,0,0,0,0,0,0,0,0,100,100,100,100,100
1002037,"","helmet",0,0,7,0,0,0,92,33,0,"magician",10,10,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,100,100,100,100,100
1002038,"","helmet",0,0,7,0,0,0,92,33,0,"magician",0,0,0,0,0,0,0,0,12,0,40,0,0,0,5,0,0,0,0,100,100,100,100,100
1002039,"","helmet",0,0,7,0,40,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002040,"","helmet",0,0,7,0,40,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002041,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002042,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002043,"","helmet",0,0,7,0,0,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002044,"","helmet",0,0,7,0,0,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002045,"","helmet",0,0,7,0,150,0,0,0,0,"warrior",0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002046,"","helmet",0,0,7,0,150,0,0,0,0,"warrior",10,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002047,"","helmet",0,0,7,0,90,0,0,0,0,"warrior",10,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002048,"","helmet",0,0,7,0,90,0,0,0,0,"warrior",0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002049,"","helmet",0,0,7,0,60,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002050,"","helmet",0,0,7,0,60,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002051,"","helmet",0,0,7,0,45,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002052,"","helmet",0,0,7,0,45,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002053,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002054,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002055,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002056,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002057,"","helmet",0,0,7,0,0,0,0,0,0,"bowman",0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,100,100,100,100,100
1002058,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002059,"","helmet",0,0,7,0,50,0,0,0,0,"warrior",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002060,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002061,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002062,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002063,"","helmet",0,0,7,0,0,0,0,0,0,"beginner,warrior,magician,bowman,thief,pirate",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100
1002064,"","helmet",0,0,7,0,0,0,92,33,0,"magician",0,0,0,0,0,0,0,0,5,0,35,0,0,0,0,0,0,0,0,100,100,100,100,100
