id,mapid,"life_type",lifeid,"life_name",x_pos,y_pos,foothold,min_click_pos,max_click_pos,respawn_time,"flags"
29,801040004,"mob",8140500,"Bain",-409,161,10,-755,-409,0,"faces_left"
30,801040004,"mob",8140500,"Bain",-51,161,5,-380,-45,0,""
31,801040004,"mob",8140500,"Bain",317,161,6,-5,330,0,""
32,801040004,"mob",8140500,"Bain",563,161,7,370,705,0,"faces_left"
33,801040004,"mob",8140500,"Bain",992,161,8,745,1080,0,""
34,801040004,"mob",8140500,"Bain",1196,161,9,1120,1455,0,""
35,801040004,"mob",8140500,"Bain",699,161,7,370,705,0,"faces_left"
36,801040004,"mob",8140500,"Bain",117,161,6,-5,330,0,"faces_left"
37,801040004,"mob",9400122,"Male Boss",511,161,7,370,705,0,""
38,801040004,"mob",8140500,"Bain",888,161,8,745,1080,0,""
39,801040004,"mob",8140500,"Bain",1104,161,9,1104,1455,0,""
40,801040004,"mob",8140500,"Bain",-217,161,5,-380,-45,0,""
41,801040004,"npc",9120201,"Konpei",1402,161,9,1352,1452,0,""
42,809050011,"reactor",8098000,NULL,147,-76,0,0,0,-1,""
43,809050011,"reactor",8098000,NULL,64,144,0,0,0,-1,""
44,809050011,"reactor",8098000,NULL,58,84,0,0,0,-1,""
45,800030000,"mob",9400002,"Cloud Fox",37,35,238,-469,601,0,""
46,800030000,"mob",9400002,"Cloud Fox",302,35,232,-469,601,0,""
47,800030000,"mob",9400002,"Cloud Fox",1612,35,256,1089,2179,0,""
48,800030000,"mob",9400002,"Cloud Fox",1917,35,259,1089,2179,0,""
49,800030000,"mob",9400002,"Cloud Fox",1837,-235,24,1286,2134,0,""
50,800030000,"mob",9400002,"Cloud Fox",-14,-235,54,-334,424,0,""
51,800030000,"mob",9400002,"Cloud Fox",475,-355,83,116,694,0,""
52,800030000,"mob",9400002,"Cloud Fox",230,-355,81,116,694,0,""
53,800030000,"mob",9400002,"Cloud Fox",1078,-355,98,926,1504,0,""
54,800030000,"mob",9400002,"Cloud Fox",1361,-355,101,926,1504,0,""
55,800030000,"mob",9400002,"Cloud Fox",1798,-715,127,1376,2044,0,""
56,800030000,"mob",9400002,"Cloud Fox",-88,-715,151,-244,244,0,""
57,800030000,"mob",9400002,"Cloud Fox",1824,-1255,197,1376,1954,0,""
58,800030000,"mob",9400002,"Cloud Fox",-227,-1255,208,-334,154,0,""
59,800030000,"mob",9400001,"Fire Raccoon",-135,-235,49,-334,424,0,""
60,800030000,"mob",9400001,"Fire Raccoon",1969,-235,26,1286,2134,0,""
61,800030000,"mob",9400001,"Fire Raccoon",1275,-355,100,926,1504,0,""
62,800030000,"mob",9400001,"Fire Raccoon",1166,-355,99,926,1504,0,""
63,800030000,"mob",9400001,"Fire Raccoon",585,-355,85,116,694,0,""
64,800030000,"mob",9400001,"Fire Raccoon",363,-355,82,116,694,0,""
65,800030000,"mob",9400001,"Fire Raccoon",-3,-715,152,-244,244,0,""
66,800030000,"mob",9400001,"Fire Raccoon",89,-715,149,-244,244,0,""
67,800030000,"mob",9400001,"Fire Raccoon",592,-715,140,476,1144,0,""
68,800030000,"mob",9400001,"Fire Raccoon",702,-715,141,476,1144,0,""
69,800030000,"mob",9400001,"Fire Raccoon",821,-715,139,476,1144,0,""
70,800030000,"mob",9400001,"Fire Raccoon",936,-715,138,476,1144,0,""
71,800030000,"mob",9400001,"Fire Raccoon",1024,-715,137,476,1144,0,""
72,800030000,"mob",9400001,"Fire Raccoon",1526,-715,128,1376,2044,0,""
73,800030000,"mob",9400001,"Fire Raccoon",1623,-715,126,1376,2044,0,""
74,800030000,"mob",9400001,"Fire Raccoon",1915,-715,123,1376,2044,0,""
75,800030000,"mob",9400001,"Fire Raccoon",1401,-1015,45,1045,1504,0,""
76,800030000,"mob",9400001,"Fire Raccoon",1279,-1015,44,1045,1504,0,""
77,800030000,"mob",9400001,"Fire Raccoon",1142,-1015,40,1045,1504,0,""
78,800030000,"mob",9400001,"Fire Raccoon",501,-1015,172,-64,547,0,""
79,800030000,"mob",9400001,"Fire Raccoon",367,-1015,171,-64,547,0,""
80,800030000,"mob",9400001,"Fire Raccoon",147,-1015,165,-64,547,0,""
81,800030000,"mob",9400001,"Fire Raccoon",63,-1255,210,-334,154,0,""
82,800030000,"mob",9400001,"Fire Raccoon",-76,-1255,207,-334,154,0,""
83,800030000,"mob",9400001,"Fire Raccoon",1498,-1255,189,1376,1954,0,""
84,800030000,"mob",9400001,"Fire Raccoon",1619,-1255,191,1376,1954,0,""
85,800030000,"mob",9400002,"Cloud Fox",261,-1015,166,-64,547,0,""
86,889100011,"mob",9400313,"Tic (Medium)",403,154,42,-830,560,2,""
87,889100011,"mob",9400314,"Tac (Medium)",-769,154,52,-830,560,2,"faces_left"
88,889100011,"mob",9400315,"Toe (Medium)",330,-86,55,330,380,2,""
89,889100011,"mob",9400313,"Tic (Medium)",-658,-146,58,-658,-610,3,"faces_left"
90,889100011,"mob",9400314,"Tac (Medium)",484,154,46,-830,560,3,""
91,889100011,"mob",9400315,"Toe (Medium)",508,154,60,-830,560,2,"faces_left"
92,889100011,"mob",9400313,"Tic (Medium)",411,154,42,-830,560,2,""
93,889100011,"mob",9400314,"Tac (Medium)",-669,-146,58,-669,-610,2,"faces_left"
94,889100011,"mob",9400315,"Toe (Medium)",-715,154,7,-830,560,2,"faces_left"
95,889100011,"npc",9105004,"Snow Spirit",176,-86,20,160,200,0,""
96,889100011,"npc",9105005,"Snowman",-557,154,1,-607,-507,0,""
97,889100011,"reactor",8892002,"snow10",-178,32,0,0,0,-1,""
98,889100011,"reactor",8892003,"mob10",-188,146,0,0,0,-1,""
99,889100011,"reactor",8898000,"snow01",-182,31,0,0,0,0,"faces_left"
100,809050015,"npc",9103000,"Pietri",-231,104,5,-277,-181,0,""
101,801010000,"mob",9400100,"Extra A",-595,155,89,-1005,2175,0,""
102,801010000,"mob",9400100,"Extra A",1227,155,84,-1005,2175,0,""
103,801010000,"mob",9400100,"Extra A",447,155,74,-1005,2175,0,""
104,801010000,"mob",9400101,"Extra B",525,-85,12,-1005,1095,0,""
105,801010000,"mob",9400101,"Extra B",-82,155,68,-1005,2175,0,""
106,801010000,"mob",9400101,"Extra B",-727,-145,5,-1005,1095,0,""
107,801010000,"mob",4230108,"Jr. Cerebes",96,155,63,-1005,2175,0,""
108,801010000,"mob",4230108,"Jr. Cerebes",1110,155,81,-1005,2175,0,""
109,801010000,"mob",4230108,"Jr. Cerebes",355,-85,15,-1005,1095,0,""
110,801010000,"mob",4230108,"Jr. Cerebes",-105,-25,17,-1005,1095,0,""
111,801010000,"mob",4230108,"Jr. Cerebes",-804,155,93,-1005,2175,0,""
112,801010000,"mob",9400100,"Extra A",-601,-145,32,-1005,1095,0,""
113,801010000,"mob",9400100,"Extra A",87,-25,18,-1005,1095,0,""
114,801010000,"mob",9400100,"Extra A",2033,155,82,-1005,2175,0,""
115,801010000,"mob",9400101,"Extra B",1765,155,98,-1005,2175,0,""
116,801010000,"mob",9400101,"Extra B",1441,155,96,-1005,2175,0,""
117,801010000,"mob",9400101,"Extra B",-156,-25,17,-1005,1095,0,""
118,801010000,"mob",9400101,"Extra B",-369,155,88,-1005,2175,0,""
119,801010000,"mob",9400101,"Extra B",707,155,76,-1005,2175,0,""
120,801010000,"mob",9400100,"Extra A",-372,-33,33,-1005,1095,0,"faces_left"
121,801010000,"mob",9400100,"Extra A",-168,155,67,-1005,2175,0,"faces_left"
122,801010000,"mob",9400100,"Extra A",1676,35,54,1335,2175,0,"faces_left"
123,801010000,"mob",9400100,"Extra A",745,-85,20,-1005,1095,0,"faces_left"
124,801010000,"mob",9400100,"Extra A",845,155,78,-1005,2175,0,"faces_left"
125,801010000,"mob",9400101,"Extra B",-926,155,106,-1005,2175,0,"faces_left"
126,801010000,"mob",9400101,"Extra B",212,155,66,-1005,2175,0,"faces_left"
127,801010000,"mob",9400101,"Extra B",994,35,40,-1005,1095,0,""
128,801010000,"mob",9400101,"Extra B",1489,95,59,1335,2175,0,""
129,801010000,"mob",9400101,"Extra B",1995,-25,53,1335,2175,0,"faces_left"
130,801010000,"mob",9400101,"Extra B",1905,155,103,-1005,2175,0,"faces_left"
131,801010000,"mob",4230108,"Jr. Cerebes",-856,-145,34,-1005,1095,0,"faces_left"
132,801010000,"mob",4230108,"Jr. Cerebes",892,-25,36,-1005,1095,0,"faces_left"
133,801010000,"mob",4230108,"Jr. Cerebes",2122,-25,46,1335,2175,0,""
134,801010000,"mob",4230108,"Jr. Cerebes",1548,155,90,-1005,2175,0,""
135,801010000,"mob",4230108,"Jr. Cerebes",553,155,75,-1005,2175,0,"faces_left"
136,801010000,"mob",4230108,"Jr. Cerebes",-522,155,87,-1005,2175,0,"faces_left"
137,801010000,"mob",4230108,"Jr. Cerebes",1548,83,58,1335,2175,0,"faces_left"
138,800000000,"npc",9110004,"Taru",3943,49,268,3928,3993,0,""
139,800000000,"npc",9110005,"Bronze",3093,56,264,3043,3143,0,""
140,800000000,"npc",9110006,"Jin Jia",2727,55,260,2711,2767,0,""
141,800000000,"npc",9110007,"Robo",3527,95,204,3477,3577,0,""
142,800000000,"npc",9110002,"Kino Konoko",4810,-145,1,4760,4860,0,""
143,800000000,"npc",9100105,"Gachapon",4660,95,218,4610,4710,0,""
144,800000000,"npc",9000020,"Spinel",306,155,167,256,356,0,""
145,800000000,"npc",9110003,"Janken",1695,59,160,1645,1745,0,""
146,800000000,"npc",9270012,"Mushroom Shine Maple TV",1294,95,181,1244,1344,0,""
147,800000000,"npc",9010010,"Cassandra",2003,95,191,1953,2053,0,""
148,800000000,"npc",1022101,"Rooney",2209,95,190,2159,2259,0,""
149,800000000,"npc",9000017,"Coco",968,95,178,918,1018,0,""
150,800000000,"npc",2041017,"Ace of Hearts",823,95,176,773,873,0,""
151,800000000,"npc",9010022,"Dimensional Mirror",5219,95,179,5169,5269,0,""
152,809050006,"reactor",8091004,NULL,95,23,0,0,0,-1,""
153,809050006,"reactor",8098000,NULL,-57,-179,0,0,0,-1,"faces_left"
154,809050006,"reactor",8098000,NULL,274,85,0,0,0,-1,""
155,800020100,"mob",9400000,"Crow",-908,161,116,-1459,-205,0,""
156,800020100,"mob",9400000,"Crow",-238,-145,45,-649,-201,0,""
157,800020100,"mob",9400000,"Crow",-630,-505,9,-919,-251,0,""
158,800020100,"mob",9400000,"Crow",796,-445,17,431,1189,0,""
159,800020100,"mob",9400000,"Crow",1506,-625,38,1241,1729,0,""
160,800020100,"mob",9400000,"Crow",1108,155,139,296,1909,0,""
161,800020100,"mob",2230101,"Zombie Mushroom",381,-145,60,300,739,0,""
162,800020100,"mob",2230101,"Zombie Mushroom",1710,35,140,296,1909,0,""
163,800020100,"mob",2230101,"Zombie Mushroom",-742,-505,7,-919,-251,0,""
164,800020100,"mob",2230101,"Zombie Mushroom",-335,-145,43,-649,-201,0,""
165,800020100,"mob",2230101,"Zombie Mushroom",785,155,128,296,1909,0,""
166,800020100,"mob",2230101,"Zombie Mushroom",517,155,124,296,1909,0,""
167,800020100,"mob",2230101,"Zombie Mushroom",-271,155,104,-1459,-205,0,""
168,800020100,"mob",2230101,"Zombie Mushroom",-606,155,111,-1459,-205,0,""
169,800020100,"mob",2230101,"Zombie Mushroom",-1035,215,120,-1459,-205,0,""
170,800020100,"mob",2230101,"Zombie Mushroom",-464,-85,47,-649,-201,0,""
171,800020100,"mob",2230101,"Zombie Mushroom",-371,-453,4,-919,-251,0,""
172,800020100,"mob",2230101,"Zombie Mushroom",1377,-625,37,1241,1729,0,""
173,800020100,"mob",2230101,"Zombie Mushroom",543,-145,61,300,739,0,""
174,800020100,"mob",2230101,"Zombie Mushroom",522,-445,30,431,1189,0,""
175,800020100,"mob",2230101,"Zombie Mushroom",371,155,123,296,1909,0,""
176,800020100,"mob",2230101,"Zombie Mushroom",1082,-385,20,431,1189,0,""
177,800020100,"mob",5130102,"Dark Stone Golem",-329,155,104,-1459,-205,0,""
178,800020100,"mob",5130102,"Dark Stone Golem",895,155,127,296,1909,0,""
179,800020100,"mob",5130102,"Dark Stone Golem",1460,35,146,296,1909,0,""
180,800020100,"mob",5130102,"Dark Stone Golem",-589,-505,8,-919,-251,0,""
181,800020100,"mob",5130102,"Dark Stone Golem",667,-445,19,431,1189,0,""
182,800020100,"mob",5130102,"Dark Stone Golem",605,-145,61,300,739,0,""
183,889100021,"mob",9400316,"Tic (Hard)",69,-26,32,69,200,2,""
184,889100021,"mob",9400317,"Tac (Hard)",-598,-146,50,-650,-598,2,"faces_left"
185,889100021,"mob",9400318,"Toe (Hard)",204,-26,58,70,204,2,""
186,889100021,"mob",9400316,"Tic (Hard)",-463,-146,47,-470,-430,3,"faces_left"
187,889100021,"mob",9400317,"Tac (Hard)",295,154,3,-740,470,2,""
188,889100021,"mob",9400318,"Toe (Hard)",-568,154,1,-740,470,2,"faces_left"
189,889100021,"mob",9400316,"Tic (Hard)",99,-26,32,70,200,2,""
190,889100021,"mob",9400317,"Tac (Hard)",-514,-86,18,-560,-514,2,"faces_left"
191,889100021,"mob",9400318,"Toe (Hard)",-576,154,1,-740,470,2,"faces_left"
192,889100021,"npc",9105004,"Snow Spirit",190,-26,58,140,200,0,""
193,889100021,"npc",9105005,"Snowman",-576,154,1,-626,-526,0,""
194,889100021,"reactor",8892004,"snow20",-178,32,0,0,0,-1,""
195,889100021,"reactor",8892005,"mob20",-188,146,0,0,0,-1,""
196,889100021,"reactor",8898000,"snow01",-182,31,0,0,0,0,"faces_left"
197,800020200,"mob",9400003,"Nightghost",-1154,215,78,-1729,-388,0,""
198,800020200,"mob",9400003,"Nightghost",-5,134,119,-348,83,0,""
199,800020200,"mob",9400003,"Nightghost",505,155,99,123,1189,0,""
200,800020200,"mob",9400003,"Nightghost",488,-145,41,122,559,0,""
201,800020200,"mob",9400003,"Nightghost",219,-205,39,122,559,0,""
202,800020200,"mob",9400003,"Nightghost",-61,-230,70,-349,82,0,""
203,800020200,"mob",9400003,"Nightghost",-629,-145,32,-829,-389,0,""
204,800020200,"mob",9400003,"Nightghost",263,-505,12,119,469,0,""
205,800020200,"mob",9400003,"Nightghost",388,-445,11,119,469,0,""
206,800020200,"mob",9400003,"Nightghost",-7,-526,26,-352,79,0,""
207,800020200,"mob",9400003,"Nightghost",356,-148,43,122,559,0,""
208,800020200,"mob",9400003,"Nightghost",-392,155,89,-1729,-388,0,""
209,800020200,"mob",9400003,"Nightghost",-281,-526,21,-352,79,0,""
210,800020200,"mob",9400004,"Big Cloud Fox",-1335,215,79,-1729,-388,0,""
211,800020200,"mob",9400004,"Big Cloud Fox",-852,155,85,-1729,-388,0,""
212,800020200,"mob",9400004,"Big Cloud Fox",-439,155,88,-1729,-388,0,""
213,800020200,"mob",9400004,"Big Cloud Fox",213,155,96,123,1189,0,""
214,800020200,"mob",9400004,"Big Cloud Fox",1011,215,104,123,1189,0,""
215,800020200,"mob",9400004,"Big Cloud Fox",793,215,103,123,1189,0,""
216,800020200,"mob",9400004,"Big Cloud Fox",-513,-163,30,-829,-389,0,""
217,800020200,"mob",9400004,"Big Cloud Fox",219,-205,39,122,559,0,""
218,800020200,"mob",9400004,"Big Cloud Fox",436,-145,42,122,559,0,""
219,800020200,"mob",9400004,"Big Cloud Fox",342,-457,10,119,469,0,""
220,800020200,"mob",9400004,"Big Cloud Fox",-97,-532,24,-352,79,0,""
221,800020200,"mob",9400004,"Big Cloud Fox",-479,-505,2,-739,-392,0,""
222,800020400,"mob",8140500,"Bain",-127,-533,195,-352,79,0,""
223,800020400,"mob",8140500,"Bain",151,-505,19,71,469,0,""
224,800020400,"mob",8140500,"Bain",-332,-519,191,-352,79,0,""
225,800020400,"mob",8140500,"Bain",-625,-448,14,-739,-341,0,""
226,800020400,"mob",8140500,"Bain",878,-205,80,791,919,0,""
227,800020400,"mob",8140500,"Bain",1104,215,113,-1729,1189,0,""
228,800020400,"mob",8140500,"Bain",898,215,135,-1729,1189,0,""
229,800020400,"mob",8140500,"Bain",258,155,136,-1729,1189,0,""
230,800020400,"mob",8140500,"Bain",88,155,129,-1729,1189,0,"faces_left"
231,800020400,"mob",8140500,"Bain",-590,155,172,-1729,1189,0,""
232,800020400,"mob",8140500,"Bain",-1083,215,103,-1729,1189,0,""
233,800020400,"mob",8140500,"Bain",-1314,215,104,-1729,1189,0,""
234,800020400,"mob",8140500,"Bain",-1599,215,106,-1729,1189,0,""
235,800020400,"mob",8140500,"Bain",-864,-145,63,-919,-431,0,""
236,800020400,"mob",8140500,"Bain",-561,-205,94,-919,-431,0,""
237,800020400,"mob",8140500,"Bain",164,-205,43,71,559,0,""
238,800020400,"mob",8140500,"Bain",217,-205,42,71,559,0,""
239,800020400,"mob",8140500,"Bain",-725,-145,37,-919,-431,0,""
240,800020400,"mob",8140500,"Bain",-120,-325,72,-199,-71,0,""
241,800020400,"mob",8140500,"Bain",480,-145,44,71,559,0,""
242,800020400,"mob",8140500,"Bain",398,-445,5,71,469,0,""
243,809050016,"npc",9103002,"Rolly",13,112,1,-31,63,0,"faces_left"
244,809050005,"reactor",8098000,NULL,-202,-125,0,0,0,-1,""
245,809050005,"reactor",8098000,NULL,147,-76,0,0,0,-1,""
246,809050005,"reactor",8091004,NULL,55,83,0,0,0,-1,""
247,889100001,"mob",9400310,"Tic (Easy)",86,-26,45,70,110,2,""
248,889100001,"mob",9400311,"Tac (Easy)",-581,154,10,-650,380,2,"faces_left"
249,889100001,"mob",9400312,"Toe (Easy)",204,-86,36,160,204,2,""
250,889100001,"mob",9400310,"Tic (Easy)",-463,-26,39,-470,-430,5,"faces_left"
251,889100001,"mob",9400311,"Tac (Easy)",295,154,4,-650,380,5,""
252,889100001,"mob",9400312,"Toe (Easy)",-568,154,10,-650,380,2,"faces_left"
253,889100001,"mob",9400310,"Tic (Easy)",99,-26,45,70,110,2,""
254,889100001,"mob",9400311,"Tac (Easy)",-514,-86,33,-560,-514,5,"faces_left"
255,889100001,"mob",9400312,"Toe (Easy)",-576,154,10,-650,380,2,"faces_left"
256,889100001,"npc",9105004,"Snow Spirit",176,-86,36,160,200,0,""
257,889100001,"npc",9105005,"Snowman",-557,154,10,-607,-507,0,""
258,889100001,"reactor",8892000,"snow00",-178,32,0,0,0,-1,""
259,889100001,"reactor",8892001,"mob00",-188,146,0,0,0,-1,""
260,889100001,"reactor",8898000,"snow01",-182,31,0,0,0,0,"faces_left"
261,889100020,"npc",9105004,"Snow Spirit",85,-26,33,70,110,0,""
262,889100020,"npc",9105005,"Snowman",-408,154,10,-458,-358,0,""
263,809050017,"npc",9103003,"Rolly",-27,112,1,-77,23,0,""
264,801040001,"mob",9400103,"Extra D",-754,161,103,-755,-420,0,""
265,801040001,"mob",9400103,"Extra D",-1625,161,108,-1880,-1545,0,""
266,801040001,"mob",9400103,"Extra D",-1367,161,107,-1505,-1170,0,""
267,801040001,"mob",9400103,"Extra D",-1055,161,104,-1130,-795,0,"faces_left"
268,801040001,"mob",9400103,"Extra D",-392,161,100,-392,-45,0,""
269,801040001,"mob",9400103,"Extra D",23,161,101,-5,330,0,"faces_left"
270,801040001,"mob",9400103,"Extra D",411,161,102,370,705,0,""
271,801040001,"mob",9400103,"Extra D",923,161,105,745,1080,0,""
272,801040001,"mob",9400103,"Extra D",1336,161,106,1120,1455,0,""
273,801040001,"mob",9400103,"Extra D",1119,161,106,1119,1455,0,"faces_left"
274,801040001,"mob",9400103,"Extra D",-528,161,103,-755,-420,0,"faces_left"
275,801040001,"mob",9400103,"Extra D",699,161,102,370,705,0,"faces_left"
276,801040001,"mob",9400103,"Extra D",-123,161,100,-380,-45,0,"faces_left"
277,801040001,"mob",9400111,"Leader B",-1478,161,107,-1505,-1170,0,"faces_left"
278,801040001,"mob",9400111,"Leader B",-909,147,23,-1719,-766,0,""
279,801040001,"mob",9400111,"Leader B",-226,161,100,-380,-45,0,""
280,801040001,"mob",9400111,"Leader B",321,161,101,-5,330,0,""
281,801040001,"mob",9400111,"Leader B",1045,161,105,745,1080,0,""
282,801040001,"mob",9400111,"Leader B",626,161,102,370,705,0,"faces_left"
283,801040001,"mob",9400111,"Leader B",75,161,101,-5,330,0,"faces_left"
284,801040001,"mob",9400111,"Leader B",-1217,161,107,-1505,-1170,0,""
285,801040001,"mob",9400111,"Leader B",328,161,101,-5,330,0,""
286,809000101,"npc",9100106,"Gachapon",-339,212,8,-389,-289,0,""
287,801040000,"npc",9120200,"Konpei",-249,-25,9,-299,-199,0,"faces_left"
288,800020130,"mob",9400014,"Black Crow",1366,215,11,-1279,1549,82800,""
289,800020130,"mob",9400013,"Dreamy Ghost",1208,215,13,-1279,1549,0,""
290,800020130,"mob",9400013,"Dreamy Ghost",916,215,16,-1279,1549,0,""
291,800020130,"mob",9400013,"Dreamy Ghost",642,215,19,-1279,1549,0,""
292,800020130,"mob",9400013,"Dreamy Ghost",315,215,23,-1279,1549,0,""
293,800020130,"mob",9400013,"Dreamy Ghost",-26,215,27,-1279,1549,0,""
294,800020130,"mob",9400013,"Dreamy Ghost",-378,215,7,-1279,1549,0,""
295,800020130,"mob",9400013,"Dreamy Ghost",-782,215,31,-1279,1549,0,""
296,800020130,"mob",9400013,"Dreamy Ghost",-1104,215,40,-1279,1549,0,""
297,800020130,"mob",9400013,"Dreamy Ghost",-948,215,36,-1279,1549,0,"faces_left"
298,800020130,"mob",9400013,"Dreamy Ghost",-610,215,34,-1279,1549,0,"faces_left"
299,800020130,"mob",9400013,"Dreamy Ghost",-155,215,28,-1279,1549,0,"faces_left"
300,800020130,"mob",9400013,"Dreamy Ghost",174,215,25,-1279,1549,0,"faces_left"
301,800020130,"mob",9400013,"Dreamy Ghost",520,215,21,-1279,1549,0,"faces_left"
302,800020130,"mob",9400013,"Dreamy Ghost",1079,215,15,-1279,1549,0,"faces_left"
303,800020130,"mob",9400013,"Dreamy Ghost",1479,215,6,-1279,1549,0,""
304,800020130,"mob",9400013,"Dreamy Ghost",786,215,18,-1279,1549,0,""
305,801040002,"mob",9400103,"Extra D",-519,162,31,-755,-420,0,"faces_left"
306,801040002,"mob",9400103,"Extra D",-250,162,26,-380,-44,0,""
307,801040002,"mob",9400103,"Extra D",-22,162,27,-22,331,0,""
308,801040002,"mob",9400103,"Extra D",496,162,28,371,706,0,""
309,801040002,"mob",9400103,"Extra D",258,162,27,-4,331,0,"faces_left"
310,801040002,"mob",9400103,"Extra D",823,162,29,746,1081,0,""
311,801040002,"mob",9400103,"Extra D",1305,162,30,1121,1456,0,""
312,801040002,"mob",9400103,"Extra D",1069,162,29,746,1081,0,"faces_left"
313,801040002,"mob",9400103,"Extra D",703,162,28,371,706,0,"faces_left"
314,801040002,"mob",9400103,"Extra D",-383,162,26,-383,-44,0,""
315,801040002,"mob",9400110,"Leader A",-311,162,26,-380,-44,0,""
316,801040002,"mob",9400110,"Leader A",-119,162,26,-380,-44,0,"faces_left"
317,801040002,"mob",9400110,"Leader A",155,162,27,-4,331,0,""
318,801040002,"mob",9400110,"Leader A",432,162,28,371,706,0,""
319,801040002,"mob",9400110,"Leader A",964,162,29,746,1081,0,""
320,801040002,"mob",9400110,"Leader A",1227,162,30,1121,1456,0,""
321,801040002,"mob",9400110,"Leader A",602,162,28,371,706,0,"faces_left"
322,801040002,"mob",9400110,"Leader A",41,162,27,-4,331,0,""
323,801040002,"mob",9400110,"Leader A",-591,162,31,-755,-420,0,""
324,801040002,"mob",9400110,"Leader A",345,162,27,-4,345,0,"faces_left"
325,809050012,"reactor",8098000,NULL,96,-50,0,0,0,-1,""
326,809050012,"reactor",8098000,NULL,-268,26,0,0,0,-1,"faces_left"
327,809050012,"reactor",8098000,NULL,278,86,0,0,0,-1,""
328,801000210,"mob",9400204,"Red Slime",-1159,-274,338,-1270,1090,0,""
329,801000210,"mob",9400204,"Red Slime",-933,-276,323,-1270,1090,0,""
330,801000210,"mob",9400204,"Red Slime",-695,-273,288,-1270,1090,0,""
331,801000210,"mob",9400204,"Red Slime",-673,-517,31,-730,-260,0,""
332,801000210,"mob",9400204,"Red Slime",-517,-523,39,-730,-260,0,""
333,801000210,"mob",9400204,"Red Slime",-54,-212,254,-1270,1090,0,""
334,801000210,"mob",9400204,"Red Slime",143,-213,193,-1270,1090,0,""
335,801000210,"mob",9400204,"Red Slime",399,-217,368,-1270,1090,0,""
336,801000210,"mob",9400204,"Red Slime",225,-456,130,170,730,0,""
337,801000210,"mob",9400204,"Red Slime",506,-457,121,170,730,0,""
338,801000210,"mob",9400204,"Red Slime",979,-275,226,-1270,1090,0,""
339,801000210,"mob",9400204,"Red Slime",661,-453,105,170,730,0,""
340,801000210,"mob",9400204,"Red Slime",374,-454,71,170,730,0,""
341,801000210,"mob",9400204,"Red Slime",29,-217,350,-1270,1090,0,""
342,801000210,"mob",9400204,"Red Slime",-1038,-276,210,-1270,1090,0,""
343,801000210,"mob",9400204,"Red Slime",886,-263,393,-1270,1090,0,""
344,801000210,"mob",9400204,"Red Slime",-371,-575,55,-730,-260,0,""
345,801000210,"mob",5100002,"Firebomb",-607,-513,19,-730,-260,0,""
346,801000210,"mob",5100002,"Firebomb",-976,-274,319,-1270,1090,0,""
347,801000210,"mob",5100002,"Firebomb",-755,-272,313,-1270,1090,0,""
348,801000210,"mob",5100002,"Firebomb",-453,-212,205,-1270,1090,0,""
349,801000210,"mob",5100002,"Firebomb",22,-214,350,-1270,1090,0,""
350,801000210,"mob",5100002,"Firebomb",255,-213,305,-1270,1090,0,""
351,801000210,"mob",5100002,"Firebomb",294,-455,95,170,730,0,""
352,801000210,"mob",5100002,"Firebomb",485,-455,118,170,730,0,""
