id,dropperid,"flags",itemid,minimum_quantity,maximum_quantity,questid,chance
50,1110100,"",1432005,1,1,0,137
51,1110100,"",1412012,1,1,0,263
52,1110100,"",1072285,1,1,0,314
53,1110100,"",1482001,1,1,0,58
54,1110101,"",4000005,1,1,0,431475
55,1110101,"",2000000,1,1,0,33950
56,1110101,"",2040802,1,1,0,789
57,1110101,"",1092003,1,1,0,217
58,1110101,"",1002039,1,1,0,43
59,1110101,"",1442000,1,1,0,153
60,1110101,"",1041061,1,1,0,378
61,1110101,"",1061057,1,1,0,341
62,1110101,"",1041018,1,1,0,198
63,1110101,"",1061013,1,1,0,268
64,1110101,"",2060000,10,25,0,23349
65,1110101,"",4010001,1,1,0,18518
66,1110101,"",4020000,1,1,0,16224
67,1110101,"",2061000,10,25,0,39357
68,1110101,"",1032001,1,1,0,19
69,1110101,"",1382000,1,1,0,870
70,1110101,"",1302006,1,1,0,142
71,1110101,"",2000001,1,1,0,33474
72,1110101,"",2000003,1,1,0,46028
73,1110101,"",1482000,1,1,0,182
74,1110101,"",1002613,1,1,0,83
75,1120100,"",4000006,1,1,0,472453
76,1120100,"",2000000,1,1,0,42049
77,1120100,"",2043002,1,1,0,314
78,1120100,"",1032001,1,1,0,131
79,1120100,"",1422000,1,1,0,71
80,1120100,"",1092000,1,1,0,96
81,1120100,"",2060000,10,25,0,30559
82,1120100,"",4010003,1,1,0,19340
83,1120100,"",4020002,1,1,0,19320
84,1120100,"",2000003,1,1,0,42082
85,1120100,"",1041026,1,1,0,139
86,1120100,"",1061022,1,1,0,212
87,1120100,"",2061000,10,25,0,33394
88,1120100,"",1040037,1,1,0,41
89,1120100,"",1060027,1,1,0,488
90,1120100,"",1482001,1,1,0,16
91,1130100,"",4000018,1,1,0,448282
92,1130100,"",2000000,1,1,0,42432
93,1130100,"",2043202,1,1,0,285
94,1130100,"",1372001,1,1,0,816
95,1130100,"",2000003,1,1,0,38550
96,1130100,"",1072008,1,1,0,376
97,1130100,"",2060000,10,25,0,37112
98,1130100,"",4010005,1,1,0,17034
99,1130100,"",4020004,1,1,0,18352
100,1130100,"",1312016,1,1,0,57
101,1130100,"",1402001,1,1,0,134
102,1130100,"",1032003,1,1,0,92
103,1130100,"",1092007,1,1,0,37
104,1130100,"",1040019,1,1,0,296
105,1130100,"",1060015,1,1,0,248
106,1130100,"",1041045,1,1,0,310
107,1130100,"",1061038,1,1,0,247
108,1130100,"",2061000,10,25,0,39939
109,1130100,"",1002118,1,1,0,192
110,1130100,"",1382004,1,1,0,317
111,1130100,"",1402009,1,1,0,133
112,1130100,"",1492001,1,1,0,119
113,1140100,"",2000000,1,1,0,36692
114,1140100,"",2000003,1,1,0,39877
115,1140100,"",4000195,1,1,0,418664
116,1140100,"",2060000,10,25,0,36406
117,1140100,"",2061000,10,25,0,34497
118,1140100,"",4010000,1,1,0,19498
119,1140100,"",4020007,1,1,0,17406
120,1140100,"",4010004,1,1,0,15806
121,1140100,"",2040501,1,1,0,118
122,1140100,"",2040801,1,1,0,325
123,1140100,"",1041062,1,1,0,498
124,1140100,"",1061058,1,1,0,13
125,1140100,"",1050010,1,1,0,63
126,1140100,"",2048001,1,1,0,842
127,1140100,"",1041029,1,1,0,423
128,1140100,"",1061027,1,1,0,279
129,1140100,"",1072046,1,1,0,78
130,1140100,"",1072066,1,1,0,242
131,1140100,"",1082018,1,1,0,297
132,1140100,"",1002107,1,1,0,170
133,1140100,"",1002113,1,1,0,88
134,1140100,"",1050003,1,1,0,118
135,1140100,"",1412012,1,1,0,90
136,1140100,"",1082180,1,1,0,395
137,1140100,"",2044802,1,1,0,842
138,120100,"",4000011,1,1,0,448059
139,120100,"",2041007,1,1,0,537
140,120100,"",2000000,1,1,0,33394
141,120100,"",4020002,1,1,0,15519
142,120100,"",4010002,1,1,0,15096
143,120100,"",2060000,10,25,0,34298
144,120100,"",1332006,1,1,0,380
145,120100,"",2061000,10,25,0,25385
146,120100,"",1062000,1,1,0,303
147,120100,"",1060007,1,1,0,153
148,120100,"",1061009,1,1,0,593
149,120100,"",2010009,1,1,0,33662
150,120100,"",1002610,1,1,0,129
151,1210100,"",4000017,1,1,0,4607
152,1210100,"",2041021,1,1,0,369
153,1210100,"",2000000,1,1,0,39471
154,1210100,"",2040702,1,1,0,367
155,1210100,"",1002008,1,1,0,38
156,1210100,"",1062002,1,1,0,596
157,1210100,"",1422000,1,1,0,196
158,1210100,"",2060000,10,25,0,36577
159,1210100,"",4010006,1,1,0,15379
160,1210100,"",4020006,1,1,0,18708
161,1210100,"",1472000,1,1,0,58
162,1210100,"",4000021,1,1,0,59163
163,1210100,"",2061000,10,25,0,26641
164,1210100,"",1061028,1,1,0,438
165,1210100,"",1041014,1,1,0,39
166,1210100,"",1040034,1,1,0,34
167,1210100,"",2010009,1,1,0,41892
168,1210100,"",1002610,1,1,0,198
169,1210101,"",4000002,1,1,0,444023
170,1210101,"",2000000,1,1,0,45260
171,1210101,"",4003004,1,1,0,20818
172,1210101,"",2040902,1,1,0,109
173,1210101,"",1040011,1,1,0,197
174,1210101,"",1040034,1,1,0,243
175,1210101,"",1060024,1,1,0,277
176,1210101,"",2060000,10,25,0,35941
177,1210101,"",4010002,1,1,0,18610
178,1210101,"",4020001,1,1,0,17736
179,1210101,"",4000021,1,1,0,40382
180,1210101,"",2061000,10,25,0,30158
181,1210101,"",1402018,1,1,0,188
182,1210101,"",1032003,1,1,0,181
183,1210101,"",1041012,1,1,0,408
184,1210101,"",1040014,1,1,0,303
185,1210101,"",1492000,1,1,0,44
186,1210101,"",1052098,1,1,0,107
187,1210101,"",1072285,1,1,0,435
188,1210102,"",4000001,1,1,0,461888
189,1210102,"",2000000,1,1,0,49931
190,1210102,"",2040705,1,1,0,809
191,1210102,"",1072004,1,1,0,647
192,1210102,"",1002043,1,1,0,121
193,1210102,"",1432000,1,1,0,233
194,1210102,"",1312000,1,1,0,211
195,1210102,"",2060000,10,25,0,31460
196,1210102,"",4010000,1,1,0,16633
197,1210102,"",4020007,1,1,0,17904
198,1210102,"",2061000,10,25,0,22503
199,1210102,"",1082012,1,1,0,581
200,1210102,"",1072015,1,1,0,652
201,1210102,"",1072031,1,1,0,313
202,1210102,"",1052095,1,1,0,113
203,1210102,"",2330000,1,1,0,628
204,1210103,"",2000000,1,1,0,39405
205,1210103,"",2041015,1,1,0,663
206,1210103,"",2043302,1,1,0,414
207,1210103,"",2041004,1,1,0,527
208,1210103,"",2000003,1,1,0,39404
209,1210103,"",4020005,1,1,0,19347
210,1210103,"",4010002,1,1,0,19375
211,1210103,"",2060000,10,25,0,22627
212,1210103,"",2061000,10,25,0,33334
213,1210103,"",4000037,1,1,0,421525
214,1210103,"",1002075,1,1,0,153
215,1210103,"",1432000,1,1,0,67
216,1210103,"",1040035,1,1,0,423
217,1210103,"",1060025,1,1,0,364
218,1210103,"",1041062,1,1,0,240
219,1210103,"",1061058,1,1,0,484
220,1210103,"",1402018,1,1,0,114
221,1210103,"",1072019,1,1,0,693
222,1210103,"",1432008,1,1,0,115
223,1210103,"",4006000,1,1,0,33904
224,1210103,"",2048001,1,1,0,221
225,1210103,"",1412012,1,1,0,88
226,1210103,"",1082180,1,1,0,638
227,1210103,"",1492001,1,1,0,134
228,1210103,"",2330000,1,1,0,203
229,130100,"",4000003,1,1,0,437642
230,130100,"",2041008,1,1,0,339
231,130100,"",2000000,1,1,0,39543
232,130100,"",2040402,1,1,0,138
233,130100,"",4020003,1,1,0,18935
234,130100,"",2060000,10,25,0,36474
235,130100,"",4010003,1,1,0,19774
236,130100,"",1332000,1,1,0,63
237,130100,"",2061000,10,25,0,30602
238,130100,"",1072007,1,1,0,554
239,130100,"",1082003,1,1,0,55
240,130100,"",1452003,1,1,0,134
241,130100,"",2010009,1,1,0,41393
242,130100,"",1061014,1,1,0,452
243,130100,"",1492000,1,1,0,101
244,130101,"",4000016,1,1,0,454571
245,130101,"",2041009,1,1,0,397
246,130101,"",2000000,1,1,0,41459
247,130101,"",2040502,1,1,0,505
248,130101,"",1402001,1,1,0,156
249,130101,"",1322007,1,1,0,699
250,130101,"",2060000,10,25,0,33624
251,130101,"",4010004,1,1,0,15846
252,130101,"",4020004,1,1,0,18347
253,130101,"",2061000,10,25,0,24458
254,130101,"",1372002,1,1,0,634
255,130101,"",1082029,1,1,0,507
256,130101,"",1072060,1,1,0,625
257,130101,"",1032003,1,1,0,54
258,130101,"",1061029,1,1,0,544
259,130101,"",2010009,1,1,0,33883
260,130101,"",1052095,1,1,0,140
261,2100100,"",2000001,1,1,0,41224
262,2100100,"",2000003,1,1,0,45299
263,2100100,"",2060000,10,25,0,20301
264,2100100,"",2061000,10,25,0,38453
265,2100100,"",4000324,1,1,0,407217
266,2100100,"",4020006,1,1,0,19308
267,2100100,"",4010001,1,1,0,16194
268,2100100,"",2040601,1,1,0,629
269,2100100,"",1382002,1,1,0,104
270,2100100,"",1002119,1,1,0,62
271,2100100,"",1332010,1,1,0,328
272,2100100,"",1050025,1,1,0,27
273,2100100,"",1082002,1,1,0,306
274,2100100,"",1072007,1,1,0,237
275,2100100,"",1032009,1,1,0,193
276,2100100,"",1050005,1,1,0,103
277,2100100,"",4003004,1,1,0,23554
278,2100100,"",4010007,1,1,0,17170
279,2100100,"",1072288,1,1,0,627
280,2100100,"",2040420,1,1,0,401
281,2100100,"",2049000,1,1,0,40
282,2100101,"",2000001,1,1,0,41888
283,2100101,"",2000003,1,1,0,46542
284,2100101,"",2060000,10,25,0,36538
285,2100101,"",2061000,10,25,0,30119
286,2100101,"",4000325,1,1,0,438174
287,2100101,"",2002002,1,1,0,44294
288,2100101,"",4010006,1,1,0,18448
289,2100101,"",4020001,1,1,0,17306
290,2100101,"",2044602,1,1,0,612
291,2100101,"",1092021,1,1,0,359
292,2100101,"",1472006,1,1,0,254
293,2100101,"",1060017,1,1,0,113
294,2100101,"",1061028,1,1,0,280
295,2100101,"",1002129,1,1,0,22
296,2100101,"",1041027,1,1,0,449
297,2100101,"",1061025,1,1,0,318
298,2100101,"",4003004,1,1,0,22353
299,2100101,"",4010007,1,1,0,17160
300,2100101,"",1082183,1,1,0,106
301,2100101,"",2044210,1,1,0,396
302,2100102,"",2000001,1,1,0,35373
303,2100102,"",2000003,1,1,0,45254
304,2100102,"",2060000,10,25,0,35537
305,2100102,"",2061000,10,25,0,31514
306,2100102,"",4000329,1,1,0,416739
307,2100102,"",4010002,1,1,0,19252
308,2100102,"",4020004,1,1,0,15863
309,2100102,"",2040705,1,1,0,477
310,2100102,"",2044102,1,1,0,359
311,2100102,"",1051004,1,1,0,73
312,2100102,"",1050024,1,1,0,95
313,2100102,"",1032006,1,1,0,147
314,2100102,"",1002048,1,1,0,186
315,2100102,"",1072027,1,1,0,191
316,2100102,"",1040044,1,1,0,118
317,2100102,"",1060033,1,1,0,503
318,2100102,"",1462003,1,1,0,95
319,2100102,"",2022155,1,1,0,41800
320,2100102,"",4010007,1,1,0,15634
321,2100102,"",1082183,1,1,0,742
322,2100102,"",1082186,1,1,0,174
323,2100102,"",2044901,1,1,0,491
324,2100102,"",2043212,1,1,0,500
325,2100103,"",2000001,1,1,0,44676
326,2100103,"",2000003,1,1,0,37971
327,2100103,"",2060000,10,25,0,36354
328,2100103,"",2061000,10,25,0,20899
329,2100103,"",4000330,1,1,0,480741
330,2100103,"",4010003,1,1,0,15568
331,2100103,"",4020004,1,1,0,18690
332,2100103,"",2040501,1,1,0,637
333,2100103,"",1322009,1,1,0,557
334,2100103,"",1092002,1,1,0,101
335,2100103,"",1432002,1,1,0,205
336,2100103,"",1072054,1,1,0,336
337,2100103,"",1082016,1,1,0,361
338,2100103,"",1072078,1,1,0,222
339,2100103,"",1061054,1,1,0,567
340,2100103,"",1041058,1,1,0,129
341,2100103,"",1002096,1,1,0,141
342,2100103,"",1050011,1,1,0,51
343,2100103,"",2022155,1,1,0,33108
344,2100103,"",4010007,1,1,0,18248
345,2100103,"",1072291,1,1,0,171
346,2100103,"",2044314,1,1,0,218
347,2100104,"",2000001,1,1,0,34538
348,2100104,"",2000003,1,1,0,34637
349,2100104,"",2060000,10,25,0,23935
350,2100104,"",2061000,10,25,0,31691
351,2100104,"",4000331,1,1,0,469449
352,2100104,"",2002003,1,1,0,41462
353,2100104,"",4020006,1,1,0,16925
354,2100104,"",4020005,1,1,0,15953
355,2100104,"",4004001,1,1,0,317
356,2100104,"",2041002,1,1,0,424
357,2100104,"",1442001,1,1,0,128
358,2100104,"",1322003,1,1,0,730
359,2100104,"",1092019,1,1,0,234
360,2100104,"",1072087,1,1,0,223
361,2100104,"",1040068,1,1,0,31
362,2100104,"",1060057,1,1,0,241
363,2100104,"",1082052,1,1,0,187
364,2100104,"",1002004,1,1,0,52
365,2100104,"",2022155,1,1,0,41335
366,2100104,"",4010007,1,1,0,18097
367,2100104,"",1082186,1,1,0,540
368,2100104,"",2043214,1,1,0,290
369,2100105,"",2000001,1,1,0,41129
370,2100105,"",2000003,1,1,0,37874
371,2100105,"",2060000,10,25,0,35710
372,2100105,"",2061000,10,25,0,24937
373,2100105,"",4000328,1,1,0,459670
374,2100105,"",4010004,1,1,0,15369
375,2100105,"",4006001,1,1,0,36451
376,2100105,"",2040902,1,1,0,584
377,2100105,"",2044002,1,1,0,227
378,2100105,"",1452003,1,1,0,76
379,2100105,"",1302006,1,1,0,893
380,2100105,"",1372004,1,1,0,847
381,2100105,"",1002013,1,1,0,16
382,2100105,"",1072086,1,1,0,379
383,2100105,"",1002119,1,1,0,199
384,2100105,"",1072007,1,1,0,212
385,2100105,"",1082020,1,1,0,60
386,2100105,"",4010007,1,1,0,16569
387,2100105,"",1052101,1,1,0,102
388,2100105,"",1482003,1,1,0,32
389,2100105,"",2330000,1,1,0,624
390,2100105,"",2040316,1,1,0,321
391,2100105,"",2040319,1,1,0,488
392,2100105,"",2044412,1,1,0,282
393,2100106,"",2000001,1,1,0,40340
394,2100106,"",2000003,1,1,0,31815
395,2100106,"",2060000,10,25,0,33127
396,2100106,"",2061000,10,25,0,26038
397,2100106,"",4000326,1,1,0,417126
398,2100106,"",2002004,1,1,0,44911
399,2100106,"",4020007,1,1,0,17023
400,2100106,"",4020000,1,1,0,18454
401,2100106,"",2044501,1,1,0,138
402,2100106,"",1402002,1,1,0,159
403,2100106,"",1032004,1,1,0,26
404,2100106,"",1050001,1,1,0,133
405,2100106,"",1002055,1,1,0,115
406,2100106,"",1040049,1,1,0,312
407,2100106,"",1060037,1,1,0,405
408,2100106,"",1082068,1,1,0,607
409,2100106,"",1432001,1,1,0,96
410,2100106,"",4010007,1,1,0,17358
411,2100106,"",1492002,1,1,0,83
412,2100106,"",2330000,1,1,0,778
413,2100106,"",2040926,1,1,0,422
414,2100107,"",2000001,1,1,0,36465
415,2100107,"",2000003,1,1,0,37555
416,2100107,"",2060000,10,25,0,25545
417,2100107,"",2061000,10,25,0,26223
418,2100107,"",4000327,1,1,0,436557
419,2100107,"",4020003,1,1,0,15563
420,2100107,"",4020002,1,1,0,19846
421,2100107,"",2048001,1,1,0,469
422,2100107,"",2070002,1,1,0,487
423,2100107,"",1332004,1,1,0,378
424,2100107,"",1382017,1,1,0,17
425,2100107,"",1041054,1,1,0,21
426,2100107,"",1061050,1,1,0,71
427,2100107,"",1002141,1,1,0,117
428,2100107,"",1051011,1,1,0,41
429,2100107,"",1040059,1,1,0,139
430,2100107,"",1060045,1,1,0,154
431,2100107,"",4010007,1,1,0,18307
432,2100107,"",1492003,1,1,0,243
433,2100108,"",2000001,1,1,0,41659
434,2100108,"",2000003,1,1,0,32794
435,2100108,"",2060000,10,25,0,38062
436,2100108,"",2061000,10,25,0,24112
437,2100108,"",4000333,1,1,0,449435
438,2100108,"",2002005,1,1,0,46013
439,2100108,"",4010002,1,1,0,16106
440,2100108,"",4010001,1,1,0,18222
441,2100108,"",4004002,1,1,0,723
442,2100108,"",2043002,1,1,0,476
443,2100108,"",2043701,1,1,0,396
444,2100108,"",1332009,1,1,0,795
445,2100108,"",1412004,1,1,0,140
446,2100108,"",1040062,1,1,0,329
447,2100108,"",1060051,1,1,0,13
448,2100108,"",1050029,1,1,0,120
449,2100108,"",1002164,1,1,0,63
450,2100108,"",1082005,1,1,0,590
451,2100108,"",4003004,1,1,0,27182
452,2100108,"",4010007,1,1,0,19734
453,2100108,"",1482003,1,1,0,206
454,2100108,"",2044801,1,1,0,896
455,2100108,"",2044014,1,1,0,535
456,2100108,"",2044214,1,1,0,741
457,210100,"",4000004,1,1,0,426648
458,210100,"",2041018,1,1,0,165
459,210100,"",4000010,1,1,0,42682
460,210100,"",2000000,1,1,0,39785
461,210100,"",2040602,1,1,0,723
462,210100,"",1002019,1,1,0,65
463,210100,"",1412001,1,1,0,244
464,210100,"",2060000,10,25,0,21712
465,210100,"",4010005,1,1,0,16381
466,210100,"",4020005,1,1,0,19967
467,210100,"",2061000,10,25,0,29318
468,210100,"",1432001,1,1,0,235
469,210100,"",1082019,1,1,0,719
470,210100,"",1072023,1,1,0,366
471,210100,"",1322007,1,1,0,400
472,210100,"",1412012,1,1,0,145
473,210100,"",2010009,1,1,0,41138
474,210100,"",1482000,1,1,0,54
475,2110200,"",4000015,1,1,0,427989
476,2110200,"",2000001,1,1,0,39398
477,2110200,"",2002003,1,1,0,49058
478,2110200,"",2044102,1,1,0,876
479,2110200,"",1002005,1,1,0,112
480,2110200,"",1041008,1,1,0,37
481,2110200,"",1061006,1,1,0,333
482,2110200,"",1072073,1,1,0,643
483,2110200,"",1050006,1,1,0,184
484,2110200,"",2060000,10,25,0,31446
485,2110200,"",4010000,1,1,0,18927
486,2110200,"",4020006,1,1,0,18417
487,2110200,"",2000003,1,1,0,47950
488,2110200,"",1462004,1,1,0,81
489,2110200,"",1040044,1,1,0,286
490,2110200,"",1060033,1,1,0,170
491,2110200,"",2061000,10,25,0,20608
492,2110200,"",1060002,1,1,0,576
493,2110200,"",1082000,1,1,0,584
494,2110200,"",1002038,1,1,0,177
495,2110200,"",1092000,1,1,0,368
496,2110200,"",1302004,1,1,0,831
497,2110200,"",1442001,1,1,0,173
498,2110200,"",1492002,1,1,0,60
499,2110200,"",1052104,1,1,0,101
500,2110200,"",2330000,1,1,0,517
501,2110200,"",2043214,1,1,0,861
502,2110300,"",2000001,1,1,0,45309
503,2110300,"",2000003,1,1,0,32934
504,2110300,"",2060000,10,25,0,24630
505,2110300,"",2061000,10,25,0,38018
506,2110300,"",2002004,1,1,0,48145
507,2110300,"",4020007,1,1,0,19722
508,2110300,"",4020000,1,1,0,16767
509,2110300,"",2044501,1,1,0,724
510,2110300,"",1402002,1,1,0,38
511,2110300,"",1032004,1,1,0,35
512,2110300,"",1050001,1,1,0,175
513,2110300,"",1002055,1,1,0,88
514,2110300,"",1040049,1,1,0,217
515,2110300,"",1060037,1,1,0,470
516,2110300,"",1082068,1,1,0,51
517,2110300,"",1432001,1,1,0,170
518,2110300,"",4010007,1,1,0,17700
519,2110300,"",4000350,1,1,0,448830
520,2110300,"",1002619,1,1,0,42
521,2110300,"",2043214,1,1,0,658
522,2110301,"",2000001,1,1,0,31757
523,2110301,"",2000003,1,1,0,32679
524,2110301,"",2060000,10,25,0,37970
525,2110301,"",2061000,10,25,0,27730
526,2110301,"",2002005,1,1,0,30766
527,2110301,"",4010002,1,1,0,16166
528,2110301,"",4010001,1,1,0,19018
529,2110301,"",4004002,1,1,0,404
530,2110301,"",2043002,1,1,0,136
531,2110301,"",2043701,1,1,0,751
532,2110301,"",1332009,1,1,0,754
533,2110301,"",1412004,1,1,0,61
534,2110301,"",1040062,1,1,0,149
535,2110301,"",1060051,1,1,0,417
536,2110301,"",1050029,1,1,0,57
537,2110301,"",1002164,1,1,0,75
538,2110301,"",1082005,1,1,0,73
539,2110301,"",4010007,1,1,0,17988
540,2110301,"",4000351,1,1,0,419874
541,2110301,"",1492003,1,1,0,69
542,2110301,"",2330001,1,1,0,476
543,2110301,"",2043114,1,1,0,233
544,2130100,"",4000018,1,1,0,428804
545,2130100,"",2000001,1,1,0,36712
546,2130100,"",2012002,1,1,0,31251
547,2130100,"",2044202,1,1,0,444
548,2130100,"",1051003,1,1,0,42
549,2130100,"",1061006,1,1,0,407
550,2130100,"",1041028,1,1,0,284
551,2130100,"",1061026,1,1,0,342
552,2130100,"",2060000,10,25,0,31642
553,2130100,"",4010001,1,1,0,19309
554,2130100,"",4020007,1,1,0,15998
555,2130100,"",2000003,1,1,0,34568
556,2130100,"",1472006,1,1,0,156
557,2130100,"",1072085,1,1,0,521
558,2130100,"",1002097,1,1,0,13
559,2130100,"",1472009,1,1,0,82
560,2130100,"",1472012,1,1,0,243
561,2130100,"",2061000,10,25,0,29632
562,2130100,"",1051004,1,1,0,156
563,2130100,"",1072087,1,1,0,327
564,2130100,"",4006001,1,1,0,26733
565,2130100,"",2070009,1,1,0,520
566,2130100,"",4000215,1,1,0,418929
567,2130100,"",1002616,1,1,0,76
568,2130100,"",2044012,1,1,0,578
569,2130100,"",2044210,1,1,0,246
570,2130103,"",4000034,1,1,0,457897
571,2130103,"",2000001,1,1,0,47934
572,2130103,"",2040902,1,1,0,656
573,2130103,"",4010002,1,1,0,15275
574,2130103,"",4020006,1,1,0,18303
575,2130103,"",2010003,1,1,0,45489
576,2130103,"",1332008,1,1,0,455
577,2130103,"",1072069,1,1,0,287
578,2130103,"",1002027,1,1,0,16
579,2130103,"",1050005,1,1,0,172
580,2130103,"",1061028,1,1,0,593
581,2130103,"",1041031,1,1,0,142
582,2130103,"",1041021,1,1,0,459
583,2130103,"",1061018,1,1,0,397
584,2130103,"",2048003,1,1,0,604
585,2130103,"",1482002,1,1,0,88
586,2130103,"",2040617,1,1,0,305
587,2130103,"",2049100,1,1,0,39
588,2220000,"",4000000,1,1,0,897448
589,2220000,"",4000016,1,1,0,916640
590,2220000,"",4000019,1,1,0,988128
591,2220000,"",4010000,1,1,0,34076
592,2220000,"",4020000,1,1,0,36900
593,2220000,"",2000000,1,1,0,69958
594,2220000,"",2010009,1,1,0,95168
595,2220000,"",2020014,1,1,0,62580
596,2220000,"",2040001,1,1,0,992
597,2220000,"",2040301,1,1,0,1726
598,2220000,"",2040401,1,1,0,1710
599,2220000,"",2043201,1,1,0,1440
600,2220000,"",2043701,1,1,0,426
601,2220000,"",2041016,1,1,0,1608
602,2220000,"",2043801,1,1,0,788
603,2220000,"",2044001,1,1,0,1044
604,2220000,"",2040501,1,1,0,220
605,2220000,"",2040601,1,1,0,732
606,2220000,"",2060000,10,25,0,64292
607,2220000,"",2061000,10,25,0,43940
608,2220000,"",2070000,1,1,0,264
609,2220000,"",1002049,1,1,0,126
610,2220000,"",1002073,1,1,0,28
611,2220000,"",1002159,1,1,0,146
612,2220000,"",1002150,1,1,0,324
613,2220000,"",1040041,1,1,0,984
614,2220000,"",1041024,1,1,0,614
615,2220000,"",1050025,1,1,0,94
616,2220000,"",1051005,1,1,0,228
617,2220000,"",1040023,1,1,0,388
618,2220000,"",1041033,1,1,0,812
619,2220000,"",1040050,1,1,0,966
620,2220000,"",1041060,1,1,0,546
621,2220000,"",1082001,1,1,0,864
622,2220000,"",1082028,1,1,0,1488
623,2220000,"",1082018,1,1,0,596
624,2220000,"",1082039,1,1,0,1250
625,2220000,"",1072052,1,1,0,884
626,2220000,"",1072074,1,1,0,668
627,2220000,"",1072069,1,1,0,512
628,2220000,"",1072087,1,1,0,1020
629,2220000,"",2040002,1,1,0,532
630,2220000,"",2040302,1,1,0,1792
631,2220000,"",2040402,1,1,0,1672
632,2220000,"",2043302,1,1,0,1018
633,2220000,"",2043702,1,1,0,852
634,2220000,"",2210006,1,1,0,5074
635,2220000,"",1002619,1,1,0,80
636,2220000,"",1052104,1,1,0,108
637,2220000,"",1082186,1,1,0,620
638,2220000,"",1072291,1,1,0,698
639,2220000,"",2330000,1,1,0,356
640,2220000,"",2044801,1,1,0,1576
641,2220000,"",2044902,1,1,0,478
642,2220000,"",2040418,1,1,0,1562
643,2220000,"",2040928,1,1,0,1460
644,2220000,"",2043114,1,1,0,1154
645,2220000,"",2044414,1,1,0,288
646,2220100,"",4000009,1,1,0,449635
647,2220100,"",2000001,1,1,0,32575
648,2220100,"",2002002,1,1,0,35167
649,2220100,"",2044002,1,1,0,796
650,2220100,"",1332006,1,1,0,361
651,2220100,"",1051000,1,1,0,110
652,2220100,"",1002127,1,1,0,27
653,2220100,"",2060000,10,25,0,20043
654,2220100,"",4010006,1,1,0,18846
655,2220100,"",4020005,1,1,0,18496
656,2220100,"",2000003,1,1,0,47853
657,2220100,"",1442001,1,1,0,160
658,2220100,"",1041027,1,1,0,459
659,2220100,"",1061025,1,1,0,467
660,2220100,"",1040012,1,1,0,163
661,2220100,"",1060010,1,1,0,474
662,2220100,"",2061000,10,25,0,25758
663,2220100,"",1072020,1,1,0,205
664,2220100,"",1432001,1,1,0,261
665,2220100,"",4020006,1,1,0,15188
666,2220100,"",2000002,1,1,0,43945
667,2220100,"",1072011,1,1,0,195
668,2220100,"",1332001,1,1,0,35
669,2220100,"",1382002,1,1,0,264
670,2220100,"",1002178,1,1,0,194
671,2220100,"",1412012,1,1,0,54
672,2220100,"",1002613,1,1,0,35
673,2220100,"",1002616,1,1,0,78
674,2220100,"",1002619,1,1,0,90
675,2230100,"",4000007,1,1,0,470572
676,2230100,"",2000001,1,1,0,42144
677,2230100,"",2002001,1,1,0,38780
678,2230100,"",2044402,1,1,0,843
679,2230100,"",1032009,1,1,0,173
680,2230100,"",1041060,1,1,0,422
681,2230100,"",1061056,1,1,0,553
682,2230100,"",1002047,1,1,0,188
683,2230100,"",1032008,1,1,0,163
684,2230100,"",2060000,10,25,0,37209
685,2230100,"",4010004,1,1,0,17017
686,2230100,"",4020005,1,1,0,17778
