"object_type",objectid,"label"
"quest",9491,""
"quest",9492,""
"quest",9493,""
"quest",9494,""
"quest",9495,""
"quest",9496,""
"quest",9497,""
"quest",9498,""
"quest",9499,""
"quest",9503,""
"quest",9504,""
"quest",9505,""
"quest",9506,""
"quest",9507,""
"quest",9508,""
"quest",9509,""
"quest",9510,""
"quest",9511,""
"quest",9512,""
"quest",9513,""
"quest",9514,""
"quest",9520,""
"quest",9521,""
"quest",9522,""
"quest",9523,""
"quest",9524,""
"quest",9525,""
"quest",9526,""
"quest",9527,""
"quest",9528,""
"quest",9600,""
"quest",9601,""
"quest",9602,""
"quest",9603,""
"quest",9604,""
"quest",9605,""
"quest",9606,""
"quest",9607,""
"quest",9608,""
"quest",9609,""
"quest",9610,""
"quest",9611,""
"quest",9612,""
"quest",9613,""
"quest",9614,""
"quest",9615,""
"quest",9616,""
"quest",9617,""
"quest",9618,""
"quest",9619,""
"quest",9620,""
"quest",9621,""
"quest",9622,""
"quest",9623,""
"quest",9624,""
"quest",9625,""
"quest",9630,""
"quest",9631,""
"quest",9632,""
"quest",9633,""
"quest",9635,""
"quest",9636,""
"quest",9637,""
"quest",9638,""
"quest",9640,""
"quest",9641,""
"quest",9642,""
"quest",9650,""
"quest",9651,""
"quest",9652,""
"quest",9660,""
"quest",9661,""
"quest",9662,""
"quest",9663,""
"quest",9664,""
"quest",9671,""
"quest",9672,""
"quest",9680,""
"quest",9682,""
"quest",9683,""
"quest",9684,""
"quest",9685,""
"quest",9690,""
"quest",9691,""
"quest",9692,""
"quest",9693,""
"quest",9694,""
"quest",9695,""
"quest",9696,""
"quest",9697,""
"quest",9698,""
"quest",9699,""
"quest",9700,""
"quest",9701,""
"quest",9702,""
"quest",9703,""
"quest",9704,""
"quest",9705,""
"quest",9706,""
"quest",9710,""
"quest",9711,""
"quest",9712,""
"quest",9713,""
"quest",9714,""
"quest",9720,""
"quest",9721,""
"quest",9722,""
"quest",9723,""
"quest",9724,""
"quest",9725,""
"quest",9726,""
"quest",9727,""
"quest",9728,""
"quest",9740,""
"quest",9741,""
"quest",9742,""
"quest",9743,""
"quest",9744,""
"quest",9745,""
"quest",9746,""
"quest",9747,""
"quest",9748,""
"quest",9800,""
"quest",9801,""
"quest",9802,""
"quest",9803,""
"quest",9804,""
"quest",9805,""
"quest",9806,""
"quest",9807,""
"quest",9808,""
"quest",9809,""
"quest",9810,""
"quest",9811,""
"quest",9812,""
"quest",9813,""
"quest",9814,""
"quest",9815,""
"quest",9816,""
"quest",9817,""
"quest",9818,""
"quest",9819,""
"quest",9820,""
"quest",9821,""
"quest",9822,""
"quest",9823,""
"quest",9824,""
"quest",9825,""
"quest",9830,""
"quest",9831,""
"quest",9832,""
"quest",9833,""
"quest",9834,""
"quest",9835,""
"quest",9836,""
"quest",9837,""
"quest",9838,""
"quest",9839,""
"quest",9852,""
"quest",9861,""
"quest",9862,""
"quest",9863,""
"quest",9864,""
"quest",9865,""
"quest",9866,""
"quest",9867,""
"quest",9868,""
"quest",9869,""
"quest",9870,""
"quest",9871,""
"quest",9872,""
"quest",9873,""
"quest",9879,""
"quest",9880,""
"quest",9881,""
"quest",9882,""
"quest",9883,""
"quest",9884,""
"quest",9885,""
"quest",9887,""
"quest",9889,""
"quest",9890,""
"quest",9891,""
"quest",9892,""
"quest",9893,""
"quest",9900,""
"quest",9901,""
"quest",9902,""
"quest",9903,""
"quest",9904,""
"quest",9905,""
"quest",9906,""
"quest",9907,""
"quest",9908,""
"quest",9909,""
"quest",9920,""
"quest",9921,""
"quest",9922,""
"quest",9924,""
"quest",9925,""
"quest",9926,""
"quest",9927,""
"quest",9928,""
"quest",9929,""
"quest",9930,""
"quest",9931,""
"quest",9932,""
"quest",9933,""
"quest",9934,""
"quest",9935,""
"quest",9936,""
"quest",9937,""
"quest",9938,""
"quest",9939,""
"quest",9940,""
"quest",9941,""
"quest",9942,""
"quest",9943,""
"quest",9944,""
"quest",9945,""
"quest",9946,""
"quest",9947,""
"quest",9950,""
"quest",9952,""
"quest",9953,""
"quest",9954,""
"quest",9955,""
"quest",9960,""
"quest",9961,""
"quest",9962,""
"quest",9963,""
"quest",9965,""
"quest",9970,""
"quest",9975,""
"quest",9982,""
"quest",9983,""
"quest",9991,""
"quest",9997,""
"quest",9999,""
"quest",10016,""
"quest",10017,""
"quest",10030,""
"quest",10031,""
"quest",10032,""
"quest",10033,""
"quest",10034,""
"quest",10036,""
"quest",10037,""
"quest",10043,""
"quest",10046,""
"quest",10048,""
"quest",10050,""
"quest",10051,""
"quest",10052,""
"quest",10053,""
"quest",10054,""
"quest",10055,""
"quest",10056,""
"quest",10060,""
"quest",10062,""
"quest",10063,""
"quest",10064,""
"quest",10065,""
"quest",10066,""
"quest",10067,""
"quest",10068,""
"quest",10069,""
"quest",10070,""
"quest",10071,""
"quest",10072,""
"quest",10073,""
"quest",10074,""
"quest",10075,""
"quest",10076,""
"quest",10077,""
"quest",10078,""
"quest",10079,""
"quest",10080,""
"quest",10081,""
"quest",10082,""
"quest",10083,""
"quest",10084,""
"quest",10085,""
"quest",10086,""
"quest",10087,""
"quest",10088,""
"quest",10089,""
"quest",10090,""
"quest",10091,""
"quest",10092,""
"quest",10093,""
"quest",10094,""
"quest",10095,""
"quest",10096,""
"quest",10097,""
"quest",10098,""
"quest",10099,""
"quest",10100,""
"quest",10101,""
"quest",10102,""
"quest",10103,""
"quest",10107,""
"quest",10108,""
"quest",10109,""
"quest",10110,""
"quest",10111,""
"quest",10112,""
"quest",10113,""
"quest",10114,""
"quest",10218,""
"quest",10219,""
"quest",10220,""
"quest",10222,""
"quest",10240,""
"quest",10241,""
"quest",10242,""
"quest",10243,""
"quest",10244,""
"quest",10245,""
"quest",10246,""
"quest",10247,""
"quest",10248,""
"quest",10249,""
"quest",10250,""
"quest",10251,""
"quest",10252,""
"quest",10253,""
"quest",10254,""
"quest",10255,""
"quest",10256,""
"quest",10260,""
"quest",10261,""
"quest",10262,""
"quest",10263,""
"quest",10264,""
"quest",10265,""
"quest",10266,""
"quest",10267,""
"quest",10268,""
"quest",10270,""
"quest",10271,""
"quest",10272,""
"quest",10273,""
"quest",10274,""
"quest",10275,""
"quest",10276,""
"quest",10277,""
"quest",10278,""
"quest",10279,""
"quest",10280,""
"quest",10281,""
"quest",10282,""
"quest",10283,""
"quest",10284,""
"quest",10285,""
"quest",10287,""
"quest",10395,""
"quest",10396,""
"quest",10397,""
"quest",10398,""
"quest",10425,""
"quest",10426,""
"quest",10430,""
"quest",10431,""
"quest",10432,""
"quest",10433,""
"quest",10434,""
"quest",10435,""
"quest",10436,""
"quest",10437,""
"quest",10438,""
"quest",10439,""
"quest",10440,""
"quest",10441,""
"quest",10442,""
"quest",10443,""
"quest",10444,""
"quest",10445,""
"quest",10450,""
"quest",10451,""
"quest",10452,""
"quest",10453,""
"quest",10454,""
"quest",10455,""
"quest",10456,""
"quest",10457,""
"quest",10458,""
"quest",10459,""
"quest",10470,""
"quest",19010,""
"quest",20500,""
"quest",20501,""
"quest",20502,""
"quest",20503,""
"quest",20504,""
"quest",20505,""
"quest",20506,""
"quest",20507,""
"quest",20508,""
"quest",20509,""
"quest",20510,""
"quest",20511,""
"quest",20512,""
"quest",21400,""
"quest",7302," Badge of a Squad Member"
"item",1052148," Bosshunter Armor"
"item",1052151," Bosshunter Armor"
"item",1002740," Bosshunter Faceguard"
"item",1002750," Bosshunter Faceguard"
"item",1052149," Bosshunter Gi"
"item",1052152," Bosshunter Gi"
"quest",6211," Building a Ventilation Fan"
"item",1102093," Heart Balloon"
"quest",6313," Inverse Attributes  -  The Summoned Being's Structure"
"quest",6310," Inverse Attributes  - End of Attributes"
"quest",6311," Inverse Attributes  - Inverse Attributes"
"quest",6315," Inverse Attributes  - Switching Attributes"
"quest",6312," Inverse Attributes  - Theory on Inverse Attributes of Summoned Beings (Familiars)"
"quest",6221," Inverse Attributes -  Inverse Attributes"
"quest",6225," Inverse Attributes -  Switching Attributes"
"quest",6223," Inverse Attributes -  The Summoned Being's Structure"
"quest",6220," Inverse Attributes - The End of Attributes...?"
"quest",6222," Inverse Attributes - Theory on Inverse Attributes of Summoned Beings (Familiars)"
"quest",6320," Maple Warrior Skill Book"
"quest",6323," Maple Warrior Skill Book"
"map",980000000," Monster Carnival - Spiegelmann's Office"
"quest",6280," The Holy Knight's Sword"
"quest",3707," The Last Hour of Horntail"
"item",1002784,"\"A\" Cap"
"item",1062085,"\"Black Tie Affair\" Dress Pants"
"item",1042129,"\"Black Tie Affair\" Dress Shirt"
"item",4001004,"\"Blackbull's\" deed to the land"
"quest",2049,"\"Mar\" the Fairy and the Water of Life"
"item",4031768,"\"Perfect\" Sophilia Doll"
"item",5190004,"(+) Pick up Leftover Item & Meso Skills"
"item",5191003,"(-) Delete Automatic Pick-Up"
"item",5191001,"(-) Delete HP Charge"
"item",5191000,"(-) Delete Item Pick-Up"
"item",5191004,"(-) Delete Pick up Leftover Item & Meso"
"item",5191002,"(-)Delete Expand Range"
"skill",21110007,"(hidden) Full Swing - Double Swing"
"skill",21110008,"(hidden) Full Swing - Triple Swing"
"skill",21120009,"(hidden) Over Swing - Double Swing"
"skill",21120010,"(hidden) Over Swing - Triple Swing"
"item",3995000,"."
"item",4001036,"."
"quest",9951,"...Pirates!?"
"item",1142085,"1-Day Dreamer Medal "
"npc",1103004,"10 Boogies"
"item",4032149,"10 Boogies' Mission Report"
"quest",21725,"10 Boogies's Request"
"item",1142094,"10-Day Dreamer Medal "
"item",4000294,"100-Year-Old Bellflower"
"item",1142095,"11-Day Dreamer Medal "
"item",1142096,"12-Day Dreamer Medal "
"item",1142097,"13-Day Dreamer Medal "
"item",1142098,"14-Day Dreamer Medal "
"item",1142099,"15-Day Dreamer Medal "
"item",5360000,"1day 2x Drop Special Coupon "
"item",5211046,"1day 2x EXP Special Coupon "
"quest",20701,"1st Acclimation Training"
"npc",2111020,"1st Magic Pentagram"
"item",2100070,"1st Monster Marble"
"item",2109001,"1st Monster Marble"
"item",4032042,"1st Moon Photo Piece"
"npc",2111017,"1st Pipe handle"
"item",4032185,"1st Place Medal"
"item",4001050,"1st Small Piece"
"item",2270005,"1st Transparent Marble"
"item",5211060,"2 hour 3 x EXP special coupon"
"item",1142086,"2-Day Dreamer Medal"
"quest",8700,"2006 Easter : Easter Basket"
"quest",8713,"2006 Easter : Mad Bunny's Easter(Green)"
"quest",8701,"2006 Easter : Mad Bunny's Easter(Yellow)"
"quest",10405,"2009 Pink Flower Floatie!"
"item",1140001,"2010 Winter Adventurer Medal"
"item",1140002,"2010 Winter Adventurer Medal"
"item",1141001,"2010 Winter Adventurer Medal"
"item",1141002,"2010 Winter Adventurer Medal"
"quest",29929,"2010 Winter King"
"item",1140000,"2010 Winter King Medal"
"quest",29930,"2010 Winter Queen"
"item",1141000,"2010 Winter Queen Medal"
"npc",1061001,"24 Hr Mobile Store"
"quest",20702,"2nd Acclimation Training"
"quest",8880,"2nd Anniversary : Birthday Present (Blue)"
"quest",8879,"2nd Anniversary : Birthday Present (Red)"
"quest",8881,"2nd Anniversary : Cody's Quest"
"npc",2111021,"2nd Magic Pentagram"
"item",2109002,"2nd Monster Marble"
"item",4032043,"2nd Moon Photo Piece"
"npc",2111018,"2nd Pipe handle"
"item",4032186,"2nd Place Medal"
"item",4001051,"2nd Small Piece"
"item",2270006,"2nd Transparent Marble"
"item",5360014,"2x Drop 3 Hours Special Card"
"item",5360009,"2X Drop Card - Type 1"
"item",5360010,"2X Drop Card - Type 1"
"item",5360011,"2X Drop Card - Type 1"
"item",5360012,"2X Drop Card - Type 1"
"item",5360013,"2X Drop Card - Type 1"
"item",5360001,"2x Drop Card Type 1 - Everyday"
"item",5360002,"2x Drop Card Type 2 - Everyday"
"item",5360003,"2x Drop Card Type 3 - Everyday"
"item",5360004,"2x Drop Card Type 4 - Everyday"
"item",5360005,"2x Drop Card Type 5 - Everyday"
"item",5360006,"2x Drop Card Type 6 - Everyday"
"item",5360007,"2x Drop Card Type 7 - Everyday"
"item",5360008,"2x Drop Card Type 8 - Everyday"
"item",5211047,"2x EXP 3 Hours Special Coupon "
"item",5211000,"2x EXP Card"
"item",5211014,"2x EXP Card Type 1 - Everyday"
"item",5211004,"2x EXP Card Type 1 - Weekdays"
"item",5211009,"2x EXP Card Type 1 - Weekends"
"item",5211015,"2x EXP Card Type 2 - Everyday"
"item",5211005,"2x EXP Card Type 2 - Weekdays"
"item",5211010,"2x EXP Card Type 2 - Weekends"
"item",5211016,"2x EXP Card Type 3 - Everyday"
"item",5211006,"2x EXP Card Type 3 - Weekdays"
"item",5211011,"2x EXP Card Type 3 - Weekends"
"item",5211017,"2x EXP Card Type 4 - Everyday"
"item",5211007,"2x EXP Card Type 4 - Weekdays"
"item",5211012,"2x EXP Card Type 4 - Weekends"
"item",5211018,"2x EXP Card Type 5 - Everyday"
"item",5211008,"2x EXP Card Type 5 - Weekdays"
"item",5211013,"2x EXP Card Type 5 - Weekends"
"item",5211039,"2x EXP Card Type 6 - Everyday"
"item",5211037,"2x EXP Card Type 6 - Weekdays"
"item",5211038,"2x EXP Card Type 6 - Weekends"
"item",5211042,"2x EXP Card Type 7 - Everyday"
"item",5211040,"2x EXP Card Type 7 - Weekdays"
"item",5211041,"2x EXP Card Type 7 - Weekends"
"item",5211045,"2x EXP Card Type 8 - Everyday"
"item",5211043,"2x EXP Card Type 8 - Weekdays"
"item",5211044,"2x EXP Card Type 8 - Weekends"
"npc",1209003,"3 Refugees"
"item",1142087,"3-Day Dreamer Medal "
"item",1022104,"3D Glasses"
"quest",20703,"3rd Acclimation Training"
"npc",2111022,"3rd Magic Pentagram"
"item",2109003,"3rd Monster Marble"
"item",4032044,"3rd Moon Photo Piece"
"npc",2111019,"3rd Pipe handle"
"item",4032187,"3rd Place Medal"
"item",2270007,"3rd Transparent Marble"
"item",5211052,"3xExp"
"quest",28117,"4 Candles"
"item",5360042,"4 hour 2 x Drop special coupon"
"item",5211048,"4 hour 2 x EXP special coupon"
"quest",28118,"4 Year Anniversary Cake"
"quest",9981,"4 Year Anniversary Level Up event"
"item",1142088,"4-Day Dreamer Medal"
"quest",21729,"4th Assignment Completed"
"quest",20020,"5 Different Paths of Cygnus Knights"
"item",1010003,"5 O'Clock Shadow"
"item",1142089,"5-Day Dreamer Medal "
"item",1012114,"5-Starred Red Paint (China)"
"item",4001052,"5th Small Piece"
"item",1142090,"6-Day Dreamer Medal "
"item",2022552,"6th Anniversary Gift Box"
"item",1002930,"6th Anniversary Hat "
"item",3994106,"6th Anniversary Maple Leaf of Journey "
"item",1142091,"7-Day Dreamer Medal "
"item",5211049,"7-Eleven 2x EXP Card - 90 Minutes"
"item",5010015,"777 Effect"
"quest",10328,"8 Mystical Treasures"
"item",1142092,"8-Day Dreamer Medal "
"item",1042149,"80's Knit Pullover"
"item",1142093,"9-Day Dreamer Medal "
"item",4031938,"99% Dark Chocolate"
"item",4031939,"99% Dark Chocolate"
"item",4031940,"99% Dark Chocolate"
"npc",9102100,"?"
"npc",9102101,"?"
"mob",9300382,"???"
"mob",9999999,"???"
"npc",1204004,"???"
"npc",1204031,"???"
"npc",2032000,"????"
"quest",2183,"A Banquet for the Whalians - A Banquet for the Whalians"
"quest",2182,"A Banquet for the Whalians - Ingredients to Get for the Banquet"
"quest",2181,"A Banquet for the Whalians - Porchay's Letter"
"item",2070015,"A Beginner Thief's Throwing Stars"
"quest",20706,"A Black Shadow in the Pig Farm"
"quest",20013,"A Box with Goodies Inside"
"item",4000179,"A Bundle of Goby"
"quest",4943,"A Cold Hearth"
"quest",20705,"A Cynical Orange Mushroom"
"quest",20713,"A Deal With Mr. Pickall"
"quest",3300,"A Deal with the Broker"
"quest",3233,"A Delivery to a Lost Time - Delivering the #t4031094#"
"quest",3232,"A Delivery to a Lost Time - Grandpa Clock's Crisis"
"quest",3231,"A Delivery to a Lost Time - The Broken Clocktower"
"npc",2071012,"A Familiar Lady"
"quest",4948,"A Father's Love"
"item",2022280,"A Flurry of Snow"
"quest",21013,"A Gift for the Hero"
"npc",2121012,"A Girl Dressed In Her Halloween Outfit"
"npc",2121001,"A grave with a collapsed gravestone"
"item",4161037,"A Guide to Using the Maker Skill"
"quest",28110,"A Headache for Treasure Hunters"
"quest",3067,"A Healthy Snack for the Huskies"
"quest",2187,"A Hole in The Nautilus"
"item",4031072,"A Key of the Magic Box"
"quest",20527,"A Knight's Pride"
"item",1001008,"A Ladylike Hat"
"quest",2081,"A Lesson on Job Advancement"
"quest",21756,"A Letter to the Queen"
"quest",4947,"A Lost Girl"
"item",4032035,"A Lost Snipe"
"quest",20704,"A Mission in Henesys"
"quest",21710,"A Monster War?"
"quest",2171,"A mysterious entity onboard The Nautilus - Can you please give Baine a helping hand?"
"quest",3246,"A Mysterious Letter"
"quest",2175,"A Mysterious Presence On-board The Nautilus - Disciples of the Black Magician"
"quest",2174,"A Mysterious Presence On-board The Nautilus - Report to Muirhat"
"quest",2173,"A Mysterious Presence On-board The Nautilus - The Truth Behind the Black Shadow"
"quest",2172,"A Mysterious Presence On-board The Nautilus - What is it that Bart saw?"
"quest",2230,"A Mysterious Small Egg"
"quest",3713,"A New Force Emerging"
"quest",20602,"A New Skill for Blaze Wizards"
"quest",20601,"A New Skill for Dawn Warriors"
"quest",20604,"A New Skill for Night Walkers"
"quest",20605,"A New Skill for Thunder Breaker"
"quest",20603,"A New Skill for Wind Archer"
"quest",10315,"A Nice Cleat"
"mob",9400647,"A Parasite"
"item",2101207,"A Parasite Summoning Sack"
"quest",10311,"A Petrified Mouse"
"item",4031049,"A Piece of an Ancient Scroll"
"quest",7104,"A Piece of Crack"
"npc",1063001,"a pile of blue flowers"
"npc",1043000,"a pile of flowers"
"npc",1043001,"a pile of herbs"
"npc",1063000,"a pile of pink flowers"
"npc",1063002,"a pile of white flowers"
"item",2022073,"A Prayer for Victory"
"quest",3333,"A Present for Keeny - A Present for Keeny"
"quest",3332,"A Present for Keeny - Keeny's Pal Humanoid A"
"quest",3046,"A Present for Nero"
"item",4001309,"A Pretty Hair-Tie"
"quest",10317,"A Pretty Hair-Tie"
"quest",3946,"A Proper Reward for a Good Deed"
"quest",8073,"A Puzzling Code - 2nd Code"
"quest",8072,"A Puzzling Code - An Old Code"
"quest",8074,"A Puzzling Code - The Meaning of the Code"
"quest",3921,"A Request from a Member of the Sand Bandits?! - A Request from a Member of the Sand Bandits?! 1"
"quest",3922,"A Request from a Member of the Sand Bandits?! - A Request from a Member of the Sand Bandits?! 2"
"quest",3923,"A Request from a Member of the Sand Bandits?! - A Request from a Member of the Sand Bandits?! 3"
"quest",3059,"A Request from Moppie"
"quest",9413,"A Revenge on Gray the Alien"
"item",1002798,"A Rice Cake on Top of My Head"
"item",4031867,"A secret letter"
"item",4032118,"A secret letter"
"item",4032091,"A Secret Note"
"quest",28002,"A Secret Note"
"quest",8297,"A secret that Mr. Moneybags knows."
"item",4080100,"A set of Match Cards"
"quest",6180,"A Shield's True Power"
"quest",10314,"A Shiny Watch"
"quest",9848,"A Small Pond"
"item",4001307,"A Soccer Cleat"
"quest",2096,"A Spell that Seals Up a Critical Danger - A Spell that Seals Up a Critical Danger I"
"quest",2097,"A Spell that Seals Up a Critical Danger - A Spell that Seals Up a Critical Danger II"
"quest",28215,"A Strange Burglary Case - A Burglar Demon"
"quest",28211,"A Strange Burglary Case - Next Stop, Ellinia"
"quest",28212,"A Strange Burglary Case - The Clue to Ellinia's Burglary Case"
"quest",28214,"A Strange Burglary Case - The Secret of the Golden Feather"
"quest",28213,"A Strange Burglary Case - This Feather, For Some Reason, Seems To Be Related to Perion..."
"quest",3115,"A Strange Development"
"mob",9300216,"A transparent item for checking elimination"
"quest",4996,"A Versal Tradition"
"quest",8291,"A Versal Tradition"
"quest",4997,"A Very Merry Maplemas"
"quest",8292,"A Very Merry Maplemas"
"quest",21612,"A Visit from the Wolf Herd"
"quest",2229,"A Way to Fight Off Sleep"
"quest",21300,"A Weapon Never Leaves Its Owner"
"quest",21614,"A Wolf's Heart"
"npc",9209000,"Abdula"
"npc",2101009,"Abdullah VIII"
"npc",2101015,"Abdullah VIII"
"npc",1094001,"Abel"
"item",4031853,"Abel's Glasses "
"quest",21012,"Abilities Lost"
"quest",8882,"About the Amorian Challenge!"
"quest",2257,"About the Mushroom Castle... - Karcasa Relents"
"quest",2255,"About the Mushroom Castle... - Karcasa's Memory"
"quest",2256,"About the Mushroom Castle... - Karcasa's Memory 2"
"quest",2258,"About the Mushroom Castle... - Meerkats Listen During the Day"
"quest",2259,"About the Mushroom Castle... - Scorpions Can't Listen at Night"
"quest",2260,"About the Mushroom Castle... - To the Mushroom Castle!"
"item",1142077,"Absolute Victory Carnivalian Medal"
"item",1492009,"Abyss Shooter"
"item",1492018,"Abyss Shooter"
"item",2022260,"Accuracy Crystal"
"item",5010061,"Ace of Hearts"
"npc",2041017,"Ace of Hearts"
"skill",1120004,"Achilles"
"skill",1220005,"Achilles"
"skill",1320005,"Achilles"
"item",4000276,"Acorn"
"item",1002542,"Acorn Headgear"
"item",1002543,"Acorn Helmet"
"quest",3336,"Acquiring the Seed for the Snowfield Rose"
"quest",8029,"Actor Training"
"item",1472016,"Adamantium Avarice"
"item",1472010,"Adamantium Guards"
"item",1472034,"Adamantium Guards"
"item",1472039,"Adamantium Guards"
"item",1472045,"Adamantium Guards"
"item",1472006,"Adamantium Igor"
"item",1082024,"Adamantium Knuckle"
"item",1092011,"Adamantium Legend Shield"
"item",4010003,"Adamantium Ore"
"item",4011003,"Adamantium Plate"
"item",1092014,"Adamantium Tower Shield"
"mob",9100013,"Adin "
"item",3994085,"Admin's Candle"
"item",2022118,"Admin's Congrats"
"skill",9001009,"ADMIN_ANTIMACRO"
"item",5080003,"Admission Banner"
"quest",2291,"Admission to the VIP Zone"
"npc",2030008,"Adobis"
"npc",2030013,"Adobis"
"map",280010010,"Adobis's Mission I - Area 1-1"
"map",280010011,"Adobis's Mission I - Area 1-2"
"map",280010100,"Adobis's Mission I - Area 10-1"
"map",280010101,"Adobis's Mission I - Area 10-2"
"map",280010110,"Adobis's Mission I - Area 11-1"
