itemid,"inventory",price,max_slot_quantity,max_possession_count,min_level,max_level,experience,money,state_change_item,level_for_maker,npc,"flags"
1002051,"equip",1750,1,0,15,200,0,0,0,0,0,""
1002052,"equip",4000,1,0,15,200,0,0,0,0,0,""
1002053,"equip",250,1,0,5,200,0,0,0,0,0,""
1002054,"equip",250,1,0,5,200,0,0,0,0,0,""
1002055,"equip",4350,1,0,20,200,0,0,0,0,0,""
1002056,"equip",6500,1,0,20,200,0,0,0,0,0,""
1002057,"equip",450,1,0,10,200,0,0,0,0,0,""
1002058,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002059,"equip",4250,1,0,20,200,0,0,0,0,0,""
1002060,"equip",1500,1,0,20,200,0,0,0,0,0,""
1002061,"equip",1500,1,0,20,200,0,0,0,0,0,""
1002062,"equip",1500,1,0,20,200,0,0,0,0,0,""
1002063,"equip",1500,1,0,20,200,0,0,0,0,0,""
1002064,"equip",10000,1,0,30,200,0,0,0,0,0,""
1002065,"equip",12000,1,0,30,200,0,0,0,0,0,""
1002066,"equip",225,1,0,5,200,0,0,0,0,0,""
1002067,"equip",225,1,0,5,200,0,0,0,0,0,""
1002068,"equip",225,1,0,5,200,0,0,0,0,0,""
1002069,"equip",225,1,0,5,200,0,0,0,0,0,""
1002070,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002071,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002072,"equip",4000,1,0,20,200,0,0,0,0,0,""
1002073,"equip",4000,1,0,20,200,0,0,0,0,0,""
1002074,"equip",600,1,0,10,200,0,0,0,0,0,""
1002075,"equip",600,1,0,10,200,0,0,0,0,0,""
1002076,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002077,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002078,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002079,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002080,"equip",1500,1,0,10,200,0,0,0,0,0,""
1002081,"equip",1500,1,0,10,200,0,0,0,0,0,""
1002082,"equip",1500,1,0,10,200,0,0,0,0,0,""
1002083,"equip",1500,1,0,10,200,0,0,0,0,0,""
1002084,"equip",150000,1,0,60,200,0,0,0,0,0,""
1002085,"equip",90000,1,0,50,200,0,0,0,0,0,""
1002086,"equip",75000,1,0,50,200,0,0,0,0,0,""
1002087,"equip",7500,1,0,22,200,0,0,0,0,0,""
1002088,"equip",10000,1,0,22,200,0,0,0,0,0,""
1002089,"equip",6000,1,0,25,200,0,0,0,0,0,""
1002090,"equip",6000,1,0,25,200,0,0,0,0,0,""
1002091,"equip",120000,1,0,47,200,0,0,0,0,0,""
1002092,"equip",25000,1,0,40,200,0,0,0,0,0,""
1002093,"equip",25000,1,0,40,200,0,0,0,0,0,""
1002094,"equip",170000,1,0,70,200,0,0,0,0,0,""
1002095,"equip",170000,1,0,70,200,0,0,0,0,0,""
1002096,"equip",3700,1,0,25,200,0,0,0,0,0,""
1002097,"equip",3700,1,0,25,200,0,0,0,0,0,""
1002098,"equip",80000,1,0,40,200,0,0,0,0,0,""
1002099,"equip",75000,1,0,40,200,0,0,0,0,0,""
1002100,"equip",110000,1,0,55,200,0,0,0,0,0,""
1002101,"equip",110000,1,0,55,200,0,0,0,0,0,""
1002102,"equip",1900,1,0,15,200,0,0,0,0,0,""
1002103,"equip",1900,1,0,15,200,0,0,0,0,0,""
1002104,"equip",1900,1,0,15,200,0,0,0,0,0,""
1002105,"equip",1900,1,0,15,200,0,0,0,0,0,""
1002106,"equip",1900,1,0,15,200,0,0,0,0,0,""
1002107,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002108,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002109,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002110,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002111,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002112,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002113,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002114,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002115,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002116,"equip",2000,1,0,15,200,0,0,0,0,0,""
1002117,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002118,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002119,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002120,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002121,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002122,"equip",450,1,0,10,200,0,0,0,0,0,""
1002123,"equip",450,1,0,10,200,0,0,0,0,0,""
1002124,"equip",450,1,0,10,200,0,0,0,0,0,""
1002125,"equip",450,1,0,10,200,0,0,0,0,0,""
1002126,"equip",450,1,0,10,200,0,0,0,0,0,""
1002127,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002128,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002129,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002130,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002131,"equip",6000,1,0,20,200,0,0,0,0,0,""
1002132,"equip",400,1,0,8,200,0,0,0,0,0,""
1002133,"equip",400,1,0,8,200,0,0,0,0,0,""
1002134,"equip",400,1,0,8,200,0,0,0,0,0,""
1002135,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002136,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002137,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002138,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002139,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002140,"equip",1,1,0,0,200,0,0,0,0,0,""
1002141,"equip",24000,1,0,35,200,0,0,0,0,0,""
1002142,"equip",24000,1,0,35,200,0,0,0,0,0,""
1002143,"equip",24000,1,0,35,200,0,0,0,0,0,""
1002144,"equip",24000,1,0,35,200,0,0,0,0,0,""
1002145,"equip",24000,1,0,35,200,0,0,0,0,0,""
1002146,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002147,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002148,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002149,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002150,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002151,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002152,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002153,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002154,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002155,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002156,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002157,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002158,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002159,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002160,"equip",10000,1,0,25,200,0,0,0,0,0,""
1002161,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002162,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002163,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002164,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002165,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002166,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002167,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002168,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002169,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002170,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002171,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002172,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002173,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002174,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002175,"equip",15000,1,0,30,200,0,0,0,0,0,""
1002176,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002177,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002178,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002179,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002180,"equip",25000,1,0,35,200,0,0,0,0,0,""
1002181,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002182,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002183,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002184,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002185,"equip",30000,1,0,40,200,0,0,0,0,0,""
1002186,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002187,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002188,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002189,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002190,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002191,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002192,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002193,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002194,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002195,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002196,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002197,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002198,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002199,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002200,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002201,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002202,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002203,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002204,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002205,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002206,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002207,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002208,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002209,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002210,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002211,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002212,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002213,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002214,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002215,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002216,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002217,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002218,"equip",40000,1,0,50,200,0,0,0,0,0,""
1002219,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002220,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002221,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002222,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002223,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002224,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002225,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002226,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002227,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002228,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002229,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002230,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002231,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002232,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002233,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002234,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002235,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002236,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002237,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002238,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002239,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002240,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002241,"equip",1,1,0,10,200,0,0,0,0,0,"cash_item"
1002242,"equip",50000,1,0,60,200,0,0,0,0,0,""
1002243,"equip",50000,1,0,60,200,0,0,0,0,0,""
1002244,"equip",50000,1,0,60,200,0,0,0,0,0,""
1002245,"equip",50000,1,0,60,200,0,0,0,0,0,""
1002246,"equip",50000,1,0,60,200,0,0,0,0,0,""
1002247,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002248,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002249,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002250,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002251,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002252,"equip",80000,1,0,70,200,0,0,0,0,0,""
1002253,"equip",80000,1,0,70,200,0,0,0,0,0,""
1002254,"equip",80000,1,0,70,200,0,0,0,0,0,""
1002255,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002256,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002257,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002258,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002259,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002260,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002261,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002262,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002263,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002264,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002265,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002266,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002267,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002268,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002269,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002270,"equip",55000,1,0,60,200,0,0,0,0,0,""
1002271,"equip",95000,1,0,80,200,0,0,0,0,0,""
1002272,"equip",95000,1,0,80,200,0,0,0,0,0,""
1002273,"equip",95000,1,0,80,200,0,0,0,0,0,""
1002274,"equip",95000,1,0,80,200,0,0,0,0,0,""
1002275,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002276,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002277,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002278,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002279,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002280,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002281,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002282,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002283,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002284,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002285,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002286,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002287,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002288,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002289,"equip",85000,1,0,70,200,0,0,0,0,0,""
1002290,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002291,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002292,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002293,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002294,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002295,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002296,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002297,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002298,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002299,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002300,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002301,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002302,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002303,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002304,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002305,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002306,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002307,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002308,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002309,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002310,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002311,"equip",1,1,0,10,200,0,0,0,0,0,"cash_item"
1002312,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002313,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002314,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002315,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002316,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002317,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002318,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002319,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002320,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002321,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002322,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002323,"equip",115000,1,0,90,200,0,0,0,0,0,""
1002324,"equip",115000,1,0,90,200,0,0,0,0,0,""
1002325,"equip",115000,1,0,90,200,0,0,0,0,0,""
1002326,"equip",115000,1,0,90,200,0,0,0,0,0,""
1002327,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002328,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002329,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002330,"equip",100000,1,0,80,200,0,0,0,0,0,""
1002331,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002332,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002333,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002334,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002335,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002336,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002337,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002338,"equip",190000,1,0,80,200,0,0,0,0,0,""
1002339,"equip",190000,1,0,80,200,0,0,0,0,0,""
1002340,"equip",190000,1,0,80,200,0,0,0,0,0,""
1002341,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
1002342,"equip",1,1,0,0,200,0,0,0,0,0,"cash_item"
